load,NDV,Solar,Wind
10132.2,8915.2,361,856
10178.8,8972.8,351,855
10160.75,8964.75,345,851
10140.35,8962.35,339,839
10173.72,8992.72,335,846
10116.28,8947.28,329,840
10111.75,8944.75,326,841
10097.57,8941.57,322,834
10110.12,8943.12,319,848
10130.57,8963.57,313,854
10129.57,8968.57,309,852
10110.31,8929.31,308,873
10110.39,8945.39,306,859
10118.84,8969.84,301,848
10096.52,8945.52,299,852
10110.35,8965.35,298,847
10078.46,8928.46,296,854
10114.62,8966.62,294,854
10092.06,8943.06,292,857
10076.2,8926.2,286,864
10075.73,8936.73,284,855
10056.55,8931.55,283,842
10058.07,8926.07,285,847
10061.11,8927.11,282,852
10050.25,8913.25,282,855
10054.46,8917.46,280,857
10051.1,8928.1,278,845
10050.41,8932.41,276,842
10068.12,8947.12,274,847
10021.63,8895.63,271,855
10026.08,8907.08,267,852
10045.29,8928.29,262,855
10034.95,8922.95,261,851
10035.62,8914.62,260,861
9995.66,8888.66,259,848
9988.44,8887.44,257,844
10008.14,8913.14,256,839
9987.74,8904.74,255,828
9983.63,8890.63,254,839
9957.31,8879.31,250,828
9964.05,8864.05,252,848
9987.12,8899.12,253,835
9967.47,8897.47,250,820
9949.9,8878.9,246,825
9975.23,8904.23,247,824
9967.15,8892.15,246,829
9956.1,8875.1,245,836
9947.69,8871.69,243,833
9926.4,8856.4,242,828
9905.74,8836.74,239,830
9915.06,8853.06,233,829
9908.88,8867.88,231,810
9939.46,8902.46,229,808
9955.1,8919.1,228,808
9977.37,8937.37,229,811
9981.81,8942.81,228,811
9931.07,8890.07,226,815
9949.1,8906.1,227,816
9945.95,8895.95,225,825
9959.92,8908.92,223,828
9965.91,8924.91,220,821
9969.16,8926.16,218,825
9944.16,8911.16,213,820
9949.57,8909.57,211,829
9911.57,8880.57,208,823
9900.53,8867.53,208,825
9908.07,8878.07,205,825
9910.28,8887.28,202,821
9922.71,8896.71,200,826
9920.51,8909.51,197,814
9915.64,8897.64,198,820
9906.13,8883.13,196,827
9903.78,8888.78,193,822
9918.59,8911.59,188,819
9883.63,8878.63,183,822
9871.16,8868.16,178,825
9891.3,8899.3,173,819
9898.33,8911.33,169,818
9893.96,8914.96,165,814
9840.38,8864.38,161,815
9849.52,8874.52,157,818
9819.56,8845.56,154,820
9851.88,8891.88,150,810
9835.19,8862.19,146,827
9849.3,8882.3,141,826
9859.78,8897.78,138,824
9836.41,8878.41,134,824
9815.08,8862.08,131,822
9803.01,8865.01,127,811
9808.04,8863.04,125,820
9794.19,8854.19,122,818
9827.58,8906.58,119,802
9810.39,8890.39,115,805
9754.47,8837.47,111,806
9739.6,8837.6,108,794
9787.73,8878.73,104,805
9748.87,8836.87,102,810
9796.35,8889.35,100,807
9752.35,8843.35,98,811
9710.52,8801.52,96,813
9710.37,8798.37,94,818
9700.66,8793.66,91,816
9714.49,8813.49,87,814
9696.86,8795.86,85,816
9697.6,8802.6,83,812
9717.06,8831.06,82,804
9713.85,8817.85,80,816
9718.16,8823.16,77,818
9677.47,8777.47,76,824
9706.06,8815.06,74,817
9703.27,8815.27,72,816
9704.06,8809.06,69,826
9702.56,8803.56,67,832
9694.15,8796.15,66,832
9698.95,8801.95,64,833
9667.57,8775.57,62,830
9663.55,8775.55,60,828
9674.2,8795.2,57,822
9671.74,8798.74,56,817
9675.06,8810.06,54,811
9645.22,8785.22,52,808
9645.61,8784.61,50,811
9633.35,8775.35,47,811
9628.56,8769.56,43,816
9622.43,8765.43,41,816
9636.73,8786.73,38,812
9634.21,8785.21,37,812
9625.33,8774.33,35,816
9612.91,8760.91,34,818
9614.1,8767.1,32,815
9620.9,8773.9,31,816
9631.85,8781.85,30,820
9616.29,8766.29,28,822
9628.14,8781.14,25,822
9607.86,8766.86,24,817
9600.53,8758.53,23,819
9604.16,8752.16,21,831
9587.54,8742.54,20,825
9591.06,8747.06,18,826
9576.84,8728.84,17,831
9603.21,8753.21,15,835
9598.07,8748.07,14,836
9602.29,8752.29,13,837
9602.83,8747.83,12,843
9598.86,8733.86,12,853
9585.28,8718.28,11,856
9591.51,8726.51,9,856
9614.71,8742.71,9,863
9639.72,8760.72,7,872
9640.94,8764.94,4,872
9616.86,8736.86,1,879
9614.03,8732.03,0,882
9592.22,8705.22,0,887
9602.89,8712.89,0,890
9622.61,8728.61,0,894
9586.22,8683.22,0,903
9600.59,8692.59,0,908
9590.73,8682.73,0,908
9595.08,8683.08,0,912
9593.87,8675.87,0,918
9568.52,8648.52,0,920
9583.1,8663.1,0,920
9566.98,8643.98,0,923
9575.3,8650.3,0,925
9521.58,8594.58,0,927
9515.82,8586.82,0,929
9572.85,8641.85,0,931
9563.14,8622.14,0,941
9577.73,8633.73,0,944
9552.38,8606.38,0,946
9550.74,8613.74,0,937
9545.57,8594.57,0,951
9568.56,8617.56,0,951
9542.73,8592.73,0,950
9590.4,8635.4,0,955
9596.05,8641.05,0,955
9600.42,8638.42,0,962
9604.33,8639.33,0,965
9607.57,8635.57,0,972
9614.8,8644.8,0,970
9599.21,8625.21,0,974
9580.37,8604.37,0,976
9622.41,8644.41,0,978
9585.43,8612.43,0,973
9584.41,8605.41,0,979
9561.64,8586.64,0,975
9577.73,8595.73,0,982
9591.41,8606.41,0,985
9587.26,8603.26,0,984
9581.79,8601.79,0,980
9580.86,8597.86,0,983
9526.6,8544.6,0,982
9511.77,8525.77,0,986
9557.06,8564.06,0,993
9532.18,8540.18,0,992
9571.31,8581.31,0,990
9576.03,8587.03,0,989
9537.2,8544.2,0,993
9566.65,8574.65,0,992
9558.51,8570.51,0,988
9544.14,8553.14,0,991
9575.18,8580.18,0,995
9572.64,8578.64,0,994
9537.63,8546.63,0,991
9547.93,8556.93,0,991
9557.26,8569.26,0,988
9562.8,8574.8,0,988
9560.92,8570.92,0,990
9574.85,8580.85,0,994
9578.8,8581.8,0,997
9548.43,8549.43,0,999
9554.75,8550.75,0,1004
9570.28,8569.28,0,1001
9558.25,8553.25,0,1005
9553.6,8551.6,0,1002
9575.46,8573.46,0,1002
9549.14,8544.14,0,1005
9540.47,8535.47,0,1005
9546.62,8544.62,0,1002
9538.77,8534.77,0,1004
9541.8,8542.8,0,999
9533.13,8542.13,0,991
9522.3,8526.3,0,996
9525.94,8524.94,0,1001
9527.83,8528.83,0,999
9530.37,8531.37,0,999
9532.97,8532.97,0,1000
9535.19,8538.19,0,997
9531.56,8527.56,0,1004
9526.48,8519.48,0,1007
9526.33,8517.33,0,1009
9515.68,8509.68,0,1006
9523.63,8516.63,0,1007
9519.57,8509.57,0,1010
9514.26,8503.26,0,1011
9525.77,8517.77,0,1008
9485.42,8476.42,0,1009
9474.37,8463.37,0,1011
9485.27,8477.27,0,1008
9493.51,8489.51,0,1004
9491.29,8493.29,0,998
9497.73,8500.73,0,997
9468.87,8474.87,0,994
9456.19,8461.19,0,995
9435.32,8447.32,0,988
9437.68,8449.68,0,988
9445.08,8467.08,0,978
9435.5,8453.5,0,982
9431.69,8452.69,0,979
9411.94,8435.94,0,976
9425.96,8450.96,0,975
9435.72,8464.72,0,971
9405.18,8431.18,0,974
9410.27,8436.27,0,974
9405.28,8430.28,0,975
9390.92,8417.92,0,973
9413.09,8440.09,0,973
9410.52,8433.52,0,977
9400.25,8428.25,0,972
9401.41,8426.41,0,975
9408.61,8428.61,0,980
9391.75,8419.75,0,972
9373.21,8398.21,0,975
9382.22,8407.22,0,975
9358.44,8383.44,0,975
9330.27,8350.27,0,980
9353.75,8375.75,0,978
9349.51,8365.51,0,984
9354.75,8368.75,0,986
9349.28,8363.28,0,986
9340.7,8356.7,0,984
9332.81,8342.81,0,990
9279.36,8290.36,0,989
9277.85,8285.85,0,992
9261.12,8267.12,0,994
9298.85,8304.85,0,994
9316.29,8319.29,0,997
9294.33,8297.33,0,997
9287.03,8285.03,0,1002
9281.19,8276.19,0,1005
9281.52,8276.52,0,1005
9268.61,8263.61,0,1005
9291.97,8283.97,0,1008
9275.7,8266.7,0,1009
9280.26,8272.26,0,1008
9259.9,8249.9,0,1010
9250.9,8238.9,0,1012
9249.42,8235.42,0,1014
9254.38,8246.38,0,1008
9261.31,8248.31,0,1013
9233.07,8217.07,0,1016
9217.68,8205.68,0,1012
9209.65,8194.65,0,1015
9185.88,8168.88,0,1017
9178.21,8168.21,0,1010
9153.92,8145.92,0,1008
9192.69,8184.69,0,1008
9179.98,8178.98,0,1001
9160,8155,0,1005
9177.35,8171.35,0,1006
9153.33,8142.33,0,1011
9111.9,8100.9,0,1011
9111.9,8108.9,0,1003
9103.28,8094.28,0,1009
9096.96,8089.96,0,1007
9088.16,8075.16,0,1013
9086.36,8074.36,0,1012
9106.76,8094.76,0,1012
9080.91,8064.91,0,1016
9068.03,8048.03,0,1020
9061.77,8039.77,0,1022
9056.05,8036.05,0,1020
9039.6,8012.6,0,1027
9063.97,8031.97,0,1032
9037.99,8001.99,0,1036
9058.24,8012.24,0,1046
9014.43,7967.43,0,1047
9063.08,8011.08,0,1052
9041.08,7989.08,0,1052
9021.65,7952.65,0,1069
9029.87,7958.87,0,1071
9034.63,7959.63,0,1075
8995.67,7922.67,0,1073
8992.33,7908.33,0,1084
8995.77,7907.77,0,1088
8989.85,7896.85,0,1093
8976.42,7881.42,0,1095
9003.97,7898.97,0,1105
8973.55,7865.55,0,1108
8961.98,7848.98,0,1113
8966.39,7851.39,0,1115
8978.26,7857.26,0,1121
8957.06,7839.06,0,1118
8938.06,7809.06,0,1129
8930.47,7796.47,0,1134
8910.17,7773.17,0,1137
8912.83,7770.83,0,1142
8900.57,7748.57,0,1152
8885.51,7732.51,0,1153
8894.4,7743.4,0,1151
8881.99,7729.99,0,1152
8894.82,7739.82,0,1155
8886.35,7723.35,0,1163
8885.26,7717.26,0,1168
8873.18,7701.18,0,1172
8881.74,7710.74,0,1171
8875.18,7705.18,0,1170
8927.04,7757.04,0,1170
8902.01,7729.01,0,1173
8894.4,7714.4,0,1180
8874.89,7694.89,0,1180
8908.77,7731.77,0,1177
8903,7706,0,1197
8883.29,7680.29,0,1203
8866.86,7657.86,0,1209
8883.78,7671.78,0,1212
8874.56,7667.56,0,1207
8860.09,7637.09,0,1223
8862.47,7632.47,0,1230
8878.41,7638.41,0,1240
8859.77,7614.77,0,1245
8842.44,7589.44,0,1253
8849.76,7580.76,0,1269
8795.15,7519.15,0,1276
8807.44,7517.44,0,1290
8803.23,7510.23,0,1293
8831.68,7531.68,0,1300
8827.72,7529.72,0,1298
8832.22,7524.22,0,1308
8812.77,7506.77,0,1306
8824.76,7509.76,0,1315
8830.57,7510.57,0,1320
8820.53,7490.53,0,1330
8801.61,7473.61,0,1328
8833.16,7500.16,0,1333
8798.11,7456.11,0,1342
8816.63,7465.63,0,1351
8808.46,7455.46,0,1353
8810.7,7458.7,0,1352
8803.61,7455.61,0,1348
8835.07,7473.07,0,1362
8819.64,7459.64,0,1360
8814.42,7446.42,0,1368
8806.76,7432.76,0,1374
8796.84,7425.84,0,1371
8805.31,7428.31,0,1377
8809.77,7419.77,0,1390
8747.88,7369.88,0,1378
8799.52,7422.52,0,1377
8789.16,7412.16,0,1377
8793.79,7413.79,0,1380
8747.48,7369.48,0,1378
8765.48,7384.48,0,1381
8787.25,7403.25,0,1384
8722.67,7339.67,0,1383
8709.87,7326.87,0,1383
8708.5,7328.5,0,1380
8736.33,7356.33,0,1380
8724.12,7341.12,0,1383
8729.61,7342.61,0,1387
8735.18,7354.18,0,1381
8720.17,7327.17,0,1393
8737.29,7346.29,0,1391
8727.22,7334.22,0,1393
8726.03,7328.03,0,1398
8704.86,7304.86,0,1400
8716.05,7315.05,0,1401
8707.79,7306.79,0,1401
8692.19,7297.19,0,1395
8719.85,7327.85,0,1392
8702.37,7311.37,0,1391
8689.1,7304.1,0,1385
8673.91,7288.91,0,1385
8686.08,7301.08,0,1385
8687.23,7299.23,0,1388
8668.79,7293.79,0,1375
8668.68,7293.68,0,1375
8679.7,7293.7,0,1386
8655.15,7271.15,0,1384
8667.32,7283.32,0,1384
8649.62,7261.62,0,1388
8652.32,7260.32,0,1392
8639.56,7255.56,0,1384
8634.31,7247.31,0,1387
8643.58,7249.58,0,1394
8654.9,7262.9,0,1392
8643.45,7246.45,0,1397
8634.41,7236.41,0,1398
8622.64,7227.64,0,1395
8623.75,7230.75,0,1393
8610.36,7218.36,0,1392
8622.7,7227.7,0,1395
8611.29,7221.29,0,1390
8607.88,7219.88,0,1388
8617.94,7235.94,0,1382
8625.73,7242.73,0,1383
8622.73,7242.73,0,1380
8648.44,7267.44,0,1381
8647.6,7268.6,0,1379
8651.53,7273.53,0,1378
8640.39,7263.39,0,1377
8659.16,7277.16,0,1382
8651.23,7274.23,0,1377
8665.44,7281.44,0,1384
8653.38,7265.38,0,1388
8630.98,7238.98,0,1392
8613.68,7219.68,0,1394
8627.05,7236.05,0,1391
8642.84,7257.84,0,1385
8615.33,7231.33,0,1384
8617.84,7228.84,0,1389
8628.61,7234.61,0,1394
8621.08,7229.08,0,1392
8615.08,7219.08,0,1396
8566.17,7166.17,0,1400
8565.41,7158.41,0,1407
8599.31,7199.31,0,1400
8603.51,7206.51,0,1397
8607.28,7215.28,0,1392
8599.02,7207.02,0,1392
8610.63,7203.63,0,1407
8607.98,7198.98,0,1409
8598.49,7189.49,0,1409
8618.48,7208.48,0,1410
8618.58,7214.58,0,1404
8601.73,7199.73,0,1402
8606.42,7200.42,0,1406
8600.15,7208.15,0,1392
8601.53,7212.53,0,1389
8590.26,7198.26,0,1392
8587.33,7200.33,0,1387
8597.52,7210.52,0,1387
8602.5,7221.5,0,1381
8609.01,7223.01,0,1386
8605.6,7226.6,0,1379
8611.15,7237.15,0,1374
8563.23,7198.23,0,1365
8585.71,7217.71,0,1368
8592.29,7227.29,0,1365
8578.36,7211.36,0,1367
8598.93,7236.93,0,1362
8573.33,7224.33,0,1349
8598.81,7248.81,0,1350
8583.26,7242.26,0,1341
8554.35,7223.35,0,1331
8550.33,7227.33,0,1323
8532.05,7213.05,0,1319
8546.68,7238.68,0,1308
8530.94,7237.94,0,1293
8525.33,7237.33,0,1288
8520.69,7245.69,0,1275
8519.31,7246.31,0,1273
8534.16,7276.16,0,1258
8525.9,7271.9,0,1254
8522.03,7269.03,0,1253
8516.21,7267.21,0,1249
8497.61,7261.61,0,1236
8505.72,7287.72,0,1218
8502.96,7279.96,0,1223
8484.82,7261.82,0,1223
8491.94,7269.94,0,1222
8488.98,7276.98,0,1212
8486.47,7282.47,0,1204
8486.83,7287.83,0,1199
8507.95,7305.95,0,1202
8479.99,7288.99,0,1191
8480.98,7289.98,0,1191
8491.7,7303.7,0,1188
8452.88,7269.88,0,1183
8486.92,7311.92,0,1175
8480.3,7309.3,0,1171
8473.08,7304.08,0,1169
8469.76,7305.76,0,1164
8491.04,7332.04,0,1159
8482.58,7333.58,0,1149
8462.04,7318.04,0,1144
8466.48,7321.48,0,1145
8470.9,7333.9,0,1137
8463.27,7327.27,0,1136
8453.6,7321.6,0,1132
8451.06,7320.06,0,1131
8448.95,7321.95,0,1127
8464.25,7335.25,0,1129
8468.54,7343.54,0,1125
8458.37,7339.37,0,1119
8472.27,7352.27,0,1120
8484.27,7370.27,0,1114
8498.07,7391.07,0,1107
8480.5,7366.5,0,1114
8525.48,7406.48,0,1119
8492.55,7377.55,0,1115
8509.67,7398.67,0,1111
8495.43,7386.43,0,1109
8503.45,7398.45,0,1105
8507.34,7404.34,0,1103
8494.38,7397.38,0,1097
8515.65,7418.65,0,1097
8479.36,7384.36,0,1095
8492.98,7399.98,0,1093
8472.75,7388.75,0,1084
8484.28,7404.28,0,1080
8495.59,7413.59,0,1082
8513.22,7431.22,0,1082
8458.12,7372.12,0,1086
8426.66,7346.66,0,1080
8465.75,7385.75,0,1080
8499.28,7413.28,0,1086
8496.18,7415.18,0,1081
8493.71,7409.71,0,1084
8476.12,7397.12,0,1079
8477.31,7397.31,0,1080
8489.16,7412.16,0,1077
8470.88,7392.88,0,1078
8491.5,7408.5,0,1083
8494.78,7412.78,0,1082
8474.64,7391.64,0,1083
8466.05,7389.05,0,1077
8488,7407,0,1081
8476.93,7394.93,0,1082
8475.23,7392.23,0,1083
8473.26,7383.26,0,1090
8502.21,7415.21,0,1087
8476.24,7391.24,0,1085
8487.92,7397.92,0,1090
8489.61,7401.61,0,1088
8441.57,7355.57,0,1086
8490.27,7401.27,0,1089
8459.76,7367.76,0,1092
8462.3,7372.3,0,1090
8448.51,7356.51,0,1092
8472.83,7381.83,0,1091
8461.49,7366.49,0,1095
8455.76,7362.76,0,1093
8422.48,7326.48,0,1096
8413.83,7318.83,0,1095
8416.81,7316.81,0,1100
8391.96,7295.96,0,1096
8395.68,7299.68,0,1096
8384.18,7294.18,0,1090
8395.23,7298.23,0,1097
8399.95,7303.95,0,1096
8379.26,7276.26,0,1103
8411.89,7307.89,0,1104
8387.42,7284.42,0,1103
8399.03,7298.03,0,1101
8388.51,7285.51,0,1103
8412.89,7307.89,0,1105
8395.19,7282.19,0,1113
8388.97,7274.97,0,1114
8375.85,7255.85,0,1120
8386.83,7254.83,0,1132
8385.61,7255.61,0,1130
8383.93,7251.93,0,1132
8401.59,7263.59,0,1138
8398.59,7260.59,0,1138
8390.07,7249.07,0,1141
8395.42,7250.42,0,1145
8388.2,7246.2,0,1142
8393.26,7247.26,0,1146
8403.15,7255.15,0,1148
8385.86,7245.86,0,1140
8383.13,7237.13,0,1146
8389.01,7240.01,0,1149
8378.24,7227.24,0,1151
8372.75,7220.75,0,1152
8363,7211,0,1152
8385.29,7233.29,0,1152
8354.13,7199.13,0,1155
8356.04,7203.04,0,1153
8335.23,7183.23,0,1152
8362.93,7204.93,0,1158
8339.6,7183.6,0,1156
8352.92,7197.92,0,1155
8357.94,7199.94,0,1158
8381.6,7226.6,0,1155
8370.06,7212.06,0,1158
8373.03,7199.03,0,1174
8372.65,7204.65,0,1168
8394.3,7228.3,0,1166
8375.57,7209.57,0,1166
8386.64,7219.64,0,1167
8372.33,7203.33,0,1169
8370.03,7199.03,0,1171
8374.33,7211.33,0,1163
8375.26,7209.26,0,1166
8355.09,7194.09,0,1161
8393.79,7231.79,0,1162
8369.76,7199.76,0,1170
8376.27,7211.27,0,1165
8373.74,7211.74,0,1162
8370.48,7209.48,0,1161
8384.74,7226.74,0,1158
8330.38,7173.38,0,1157
8343.1,7182.1,0,1161
8363.1,7201.1,0,1162
8368.76,7207.76,0,1161
8355.48,7200.48,0,1155
8367.91,7213.91,0,1154
8361.48,7208.48,0,1153
8366.52,7218.52,0,1148
8383.7,7238.7,0,1145
8378.88,7229.88,0,1149
8364.32,7222.32,0,1142
8375.48,7231.48,0,1144
8364.69,7221.69,0,1143
8356.23,7217.23,0,1139
8366.51,7229.51,0,1137
8353.06,7217.06,0,1136
8341.6,7211.6,0,1130
8345.96,7217.96,0,1128
8324.39,7197.39,0,1127
8336.75,7218.75,2,1116
8337.56,7221.56,3,1113
8329.01,7213.01,7,1109
8340.82,7228.82,7,1105
8330.47,7217.47,8,1105
8350.16,7238.16,10,1102
8329.79,7221.79,11,1097
8307.01,7200.01,13,1094
8289.25,7186.25,15,1088
8323.74,7222.74,17,1084
8314.75,7211.75,18,1085
8301.86,7199.86,20,1082
8305.96,7208.96,21,1076
8279.97,7183.97,22,1074
8328.54,7235.54,25,1068
8285.51,7199.51,27,1059
8281.59,7190.59,29,1062
8297.11,7212.11,31,1054
8280.14,7198.14,33,1049
8297.35,7216.35,36,1045
8292.25,7207.25,44,1041
8298.35,7207.35,46,1045
8310.04,7216.04,48,1046
8341.33,7242.33,52,1047
8290.59,7195.59,56,1039
8308.08,7218.08,57,1033
8325.89,7231.89,59,1035
8313.39,7220.39,61,1032
8325.29,7224.29,62,1039
8331.54,7229.54,65,1037
8320.3,7216.3,66,1038
8316.41,7214.41,67,1035
8325.36,7218.36,71,1036
8316.06,7208.06,74,1034
8341.36,7233.36,75,1033
8335.01,7225.01,74,1036
8328.4,7228.4,71,1029
8342.57,7245.57,69,1028
8348.16,7247.16,70,1031
8346.21,7239.21,71,1036
8363.42,7250.42,74,1039
8347.13,7231.13,78,1038
8355.44,7230.44,84,1041
8345.89,7219.89,90,1036
8364,7226,95,1043
8351.37,7213.37,96,1042
8358.56,7218.56,99,1041
8364.62,7225.62,101,1038
8405.7,7267.7,103,1035
8395.3,7259.3,105,1031
8409.89,7268.89,105,1036
8414.29,7283.29,103,1028
8426.52,7297.52,101,1028
8424.29,7293.29,103,1028
8420.48,7300.48,101,1019
8434.61,7317.61,100,1017
8455.19,7337.19,99,1019
8458.8,7338.8,103,1017
8452.59,7335.59,107,1010
8449.8,7332.8,109,1008
8440.99,7328.99,109,1003
8451.81,7337.81,114,1000
8463.67,7347.67,122,994
8435.88,7310.88,131,994
8428.47,7304.47,134,990
8400.17,7265.17,147,988
8436.94,7295.94,151,990
8424.07,7280.07,155,989
8428.79,7285.79,157,986
8407.04,7271.04,160,976
8454.25,7316.25,164,974
8466.77,7325.77,172,969
8467.06,7326.06,179,962
8445.53,7301.53,185,959
8459.88,7318.88,185,956
8480.59,7341.59,185,954
8478.12,7343.12,184,951
8464.87,7332.87,189,943
8473.24,7337.24,195,941
8494.82,7348.82,201,945
8496.91,7357.91,207,932
8488.51,7346.51,215,927
8516.87,7374.87,222,920
8527.38,7392.38,221,914
8513.83,7382.83,223,908
8532.7,7388.7,236,908
8556.63,7393.63,259,904
8539.12,7368.12,282,889
8555.64,7368.64,306,881
8568.14,7349.14,344,875
8561.87,7323.87,365,873
8579.7,7332.7,380,867
8584.4,7328.4,388,868
8548.27,7288.27,398,862
8548.58,7287.58,403,858
8571.81,7314.81,404,853
8547.09,7291.09,409,847
8565.97,7309.97,417,839
8567.37,7311.37,420,836
8560.69,7308.69,425,827
8611.92,7354.92,430,827
8556.68,7296.68,438,822
8555.78,7292.78,445,818
8564.49,7301.49,457,806
8568.05,7293.05,465,810
8561.9,7292.9,469,800
8584.56,7309.56,476,799
8563.38,7284.38,485,794
8581.42,7297.42,492,792
8576.64,7284.64,502,790
8566.93,7267.93,517,782
8589.28,7285.28,525,779
8603.64,7288.64,529,786
8627.25,7311.25,535,781
8618.69,7306.69,539,773
8620.17,7309.17,542,769
8623.65,7305.65,549,769
8619.02,7301.02,559,759
8645.4,7312.4,570,763
8633.32,7298.32,581,754
8656.17,7312.17,591,753
8654.36,7295.36,603,756
8668.8,7310.8,614,744
8672.93,7310.93,624,738
8685.67,7324.67,630,731
8689.23,7321.23,637,731
8700.88,7339.88,643,718
8698.29,7338.29,648,712
8682.09,7328.09,650,704
8709.19,7369.19,642,698
8654.85,7335.85,625,694
8670.65,7374.65,612,684
8705.69,7420.69,600,685
8729.09,7466.09,583,680
8729.94,7482.94,576,671
8728.64,7494.64,584,650
8744.24,7490.24,601,653
8763.94,7495.94,616,652
8741.9,7480.9,612,649
8764.76,7470.76,651,643
8762.42,7421.42,697,644
8779.56,7425.56,713,641
8793.69,7453.69,708,632
8807.36,7486.36,691,630
8810.4,7490.4,694,626
8822.59,7497.59,704,621
8822.67,7482.67,715,625
8829.12,7486.12,726,617
8838.04,7497.04,726,615
8823.79,7488.79,727,608
8838.21,7493.21,730,615
8852.98,7498.98,740,614
8851.51,7503.51,745,603
8856.49,7503.49,752,601
8856.17,7500.17,755,601
8870.66,7508.66,757,605
8841.8,7482.8,758,601
8833.83,7470.83,759,604
8844.25,7490.25,757,597
8853.42,7507.42,751,595
8853.41,7509.41,755,589
8844.95,7505.95,756,583
8894.61,7556.61,757,581
8859.14,7526.14,752,581
8868.25,7542.25,745,581
8884.43,7562.43,739,583
8872.19,7552.19,736,584
8865.74,7553.74,737,575
8882.31,7554.31,743,585
8883.77,7544.77,757,582
8887.64,7555.64,758,574
8882.66,7512.66,794,576
8933.38,7559.38,801,573
8933.18,7547.18,806,580
8933.88,7549.88,809,575
8957.24,7567.24,813,577
8962.53,7575.53,815,572
8981.92,7588.92,819,574
8981.84,7578.84,822,581
8970.84,7563.84,828,579
8978.84,7565.84,832,581
8991.13,7567.13,835,589
8998.33,7585.33,832,581
8995.12,7575.12,834,586
8984.77,7565.77,833,586
9029.66,7607.66,831,591
9044.16,7621.16,830,593
9030.21,7608.21,831,591
9019.7,7593.7,831,595
9021.19,7598.19,825,598
9041.96,7613.96,831,597
9027.5,7588.5,834,605
8994.25,7552.25,840,602
8992.69,7542.69,848,602
9007.77,7547.77,850,610
9066.76,7610.76,858,598
9044.43,7575.43,863,606
9068.64,7582.64,871,615
9075.37,7582.37,875,618
9082.13,7587.13,874,621
9075.92,7597.92,865,613
9090.86,7617.86,865,608
9104.96,7632.96,863,609
9098.24,7616.24,863,619
9129.21,7646.21,863,620
9084.44,7604.44,863,617
9124.13,7645.13,862,617
9136.67,7660.67,863,613
9153.49,7680.49,863,610
9149.32,7670.32,864,615
9148.1,7673.1,865,610
9137.83,7665.83,867,605
9157.57,7681.57,871,605
9166.03,7695.03,872,599
9145.12,7673.12,874,598
9139.78,7666.78,875,598
9131.79,7660.79,875,596
9147.97,7679.97,875,593
9116.19,7645.19,878,593
9093.81,7621.81,880,592
9115.16,7645.16,884,586
9183.73,7705.73,888,590
9182.21,7704.21,891,587
9140.6,7664.6,895,581
9166.18,7687.18,898,581
9171.37,7687.37,904,580
9166.42,7670.42,908,588
9185.78,7678.78,915,592
9197.76,7690.76,924,583
9214.53,7701.53,925,588
9185.59,7661.59,928,596
9196.75,7679.75,929,588
9197.45,7669.45,929,599
9194.31,7670.31,931,593
9194.04,7666.04,931,597
9195.42,7661.42,929,605
9225.73,7688.73,928,609
9199.7,7665.7,931,603
9216.51,7688.51,934,594
9214.13,7665.13,938,611
9224.39,7672.39,941,611
9229.02,7675.02,945,609
9244.92,7692.92,946,606
9235.6,7674.6,950,611
9239.59,7680.59,951,608
9248.33,7690.33,946,612
9256.85,7688.85,945,623
9245.22,7679.22,945,621
9268.73,7708.73,942,618
9275.42,7706.42,944,625
9300,7726,946,628
9320.5,7747.5,946,627
9321.21,7746.21,945,630
9346.54,7771.54,948,627
9322.29,7747.29,951,624
9326.96,7733.96,957,636
9365.73,7767.73,963,635
9341.31,7738.31,969,634
9351.25,7739.25,972,640
9363.35,7753.35,968,642
9385.99,7772.99,973,640
9356.18,7731.18,981,644
9366.95,7734.95,985,647
9396.78,7767.78,986,643
9390.07,7757.07,979,654
9385.53,7755.53,972,658
9388.66,7764.66,965,659
9417.48,7780.48,968,669
9393.27,7766.27,971,656
9381.02,7737.02,977,667
9373.25,7706.25,991,676
9385.89,7703.89,1001,681
9400.81,7722.81,1004,674
9417.42,7750.42,1000,667
9408.84,7746.84,991,671
9397.94,7734.94,986,677
9405.27,7751.27,981,673
9420.89,7758.89,978,684
9443.07,7778.07,980,685
9416.56,7742.56,987,687
9430.84,7755.84,986,689
9443.23,7777.23,980,686
9441.56,7777.56,978,686
9449.4,7776.4,976,697
9449.38,7774.38,977,698
9455.54,7770.54,979,706
9477.27,7780.27,989,708
9450.67,7746.67,996,708
9461.05,7738.05,1005,718
9503.17,7776.17,1011,716
9470.1,7739.1,1015,716
9493.39,7751.39,1016,726
9522.34,7796.34,1001,725
9510.13,7769.13,1004,737
9510.2,7777.2,1002,731
9517.83,7789.83,996,732
9518.15,7779.15,994,745
9520.59,7781.59,994,745
9465.95,7733.95,995,737
9483.33,7738.33,990,755
9471.91,7729.91,986,756
9469.6,7736.6,976,757
9497.01,7761.01,960,776
9524.85,7796.85,949,779
9495.11,7758.11,962,775
9486.43,7752.43,966,768
9490.68,7756.68,961,773
9497.8,7775.8,951,771
9494.15,7767.15,947,780
9509.73,7766.73,946,797
9508.17,7766.17,939,803
9514.72,7766.72,935,813
9571.97,7813.97,936,822
9564.24,7791.24,943,830
9556.2,7787.2,930,839
9577.6,7842.6,916,819
