load
8801.23
8771.74
8775.62
8754.81
8778.95
8760.72
8762.7
8753.24
8748.48
8758.86
8773.25
8766.64
8737.17
8788.9
8762.54
8783.39
8774.96
8760.05
8747.03
8773.81
8790.47
8738.92
8755.43
8765.35
8758.64
8759.68
8762.85
8743.58
8715.67
8705.38
8702.47
8687.05
8694
8702
8727.58
8709.55
8727.95
8732.39
8701.61
8701.8
8706.25
8696.29
8717.69
8698.48
8691.89
8687.76
8692.56
8695.86
8690.63
8687.26
8681.83
8685.76
8668.75
8682.79
8637.81
8652.63
8673.68
8635.76
8602.15
8591.05
8595.42
8584.18
8596.65
8586.09
8556.2
8577.93
8565.59
8586.53
8564.32
8575.72
8566.85
8569.25
8564.32
8583.86
8549.84
8546.43
8541.84
8543.31
8557.36
8545.98
8546.43
8547.53
8541.38
8533.98
8523.14
8525.56
8525.88
8519.28
8501.03
8518.43
8490.55
8509.64
8510.77
8516.42
8506.77
8511.43
8517.73
8509.9
8506.67
8498.26
8472.18
8490.82
8510.63
8502.31
8500.97
8494.24
8502.31
8518.91
8531.44
8533.48
8530.73
8528.61
8524.22
8498.56
8513.58
8526.43
8481.98
8518.45
8513.5
8523.73
8514.59
8530.54
8486.03
8490.49
8468.07
8498.34
8506.86
8505.62
8496.18
8510.73
8477.1
8473.69
8499.91
8486.62
8488.24
8497.59
8493.68
8491.79
8477.39
8497.35
8478.5
8481.35
8428.97
8468.87
8470.89
8500.07
8479.03
8469.56
8484.43
8440.19
8439.07
8427.93
8414.3
8422.49
8416.37
8423.06
8431.57
8438.78
8434.97
8429.96
8430.35
8442.29
8433.81
8417.73
8436.99
8443.32
8434.31
8421.51
8440.35
8444.79
8438.1
8426.62
8417.23
8396.09
8423.3
8417.77
8412.43
8393.1
8408.02
8381.29
8384.81
8364.41
8386.58
8391.59
8372.64
8383.41
8364.79
8353.61
8359.12
8357.62
8371.65
8362.27
8364.31
8363.66
8350.42
8358.26
8351.98
8335.96
8354.18
8355.25
8346.53
8371.64
8360.51
8373.58
8388.97
8382.88
8387
8401.66
8381.05
8376.47
8375.01
8376.9
8388.61
8387.2
8375.11
8379.72
8397.25
8367.36
8333.69
8333.78
8306.69
8350.67
8381.89
8363.86
8368.96
8369.3
8378.09
8355.54
8368.01
8378.82
8365.59
8370.3
8377.44
8384.62
8392.85
8379.81
8372.64
8376.14
8379.3
8375.7
8383.95
8365.34
8381.7
8339.67
8375.1
8385.21
8335.2
8346.69
8327.04
8323.37
8337.17
8338.67
8326.6
8341.5
8329.67
8312.57
8323.86
8361.48
8326.74
8348.92
8320.34
8335.79
8325.93
8336.72
8358.77
8370.63
8336.47
8320.3
8319.53
8325.42
8358.21
8335.33
8363.47
8321.06
8303.12
8328.5
8318
8326.42
8327.86
8337.26
8329.93
8343.53
8334.25
8342.06
8331.1
8327.51
8327.42
8360.09
8378.23
8365.15
8367.23
8368.68
8371.71
8351.77
8394.78
8360.77
8363.66
8370.59
8385.23
8368.05
8364.97
8374.78
8371.11
8350.1
8327.65
8377.5
8360.52
8358.4
8370.88
8364.4
8381.39
8376.59
8361.85
8359.81
8354.98
8366.9
8359.94
8362.61
8383.7
8371.81
8349.72
8353.92
8366.02
8362.75
8356.28
8373.16
8382.75
8371.53
8376.93
8358.89
8331.06
8332.88
8334.09
8337.4
8336.34
8325.38
8350.81
8344.61
8342.89
8357.33
8348.83
8349.6
8348.75
8355.29
8366.22
8371.86
8374.04
8339.23
8350.19
8377.85
8381.55
8383.24
8385.82
8401.91
8412.52
8399.12
8411.69
8392.27
8406.16
8425.81
8438.11
8462.49
8472.83
8482.11
8492.99
8490.48
8514.12
8526.5
8527.02
8539.24
8572.86
8556.67
8555.08
8540.45
8579.81
8595.48
8587.02
8555.07
8586.53
8589.69
8591.86
8586.97
8599.24
8615.92
8629.94
8625.1
8633.61
8654.32
8638.82
8663.04
8697.86
8705.57
8701.15
8731.59
8757.45
8752.61
8765.69
8776.62
8780.87
8780.35
8825.52
8817.02
8818.81
