Solar,Wind
55,715
56,713
60,711
62,712
64,707
68,701
71,701
76,695
78,691
82,694
84,690
88,694
91,687
94,683
97,682
100,683
102,686
104,682
107,673
110,667
113,660
116,659
119,652
122,648
125,645
129,641
132,636
135,636
137,626
139,629
142,625
145,619
148,616
153,610
158,602
163,598
168,592
172,587
175,588
179,586
183,587
187,594
191,589
197,589
202,582
209,575
215,567
220,570
224,571
226,568
228,562
228,557
229,554
229,553
227,552
226,552
226,542
222,541
218,536
215,532
209,532
206,526
205,521
207,522
209,523
208,513
209,506
211,514
214,508
214,512
213,507
214,507
216,501
219,494
222,498
223,488
222,485
222,475
222,471
222,471
225,463
226,457
228,448
229,444
229,435
234,422
239,423
245,412
251,405
258,398
264,395
271,390
279,380
284,377
289,376
295,370
300,363
303,360
310,351
316,350
324,345
335,338
347,336
359,329
375,331
392,326
411,325
428,321
443,315
460,311
468,307
479,305
481,299
491,295
491,292
540,295
563,296
577,297
592,300
607,299
617,299
623,296
626,297
629,297
633,293
638,293
641,292
645,291
650,289
652,285
655,282
660,281
664,282
669,283
673,280
689,283
696,280
703,277
704,281
709,283
710,282
711,281
714,282
722,285
733,278
741,279
740,276
736,275
733,274
728,268
723,265
724,260
728,258
728,259
731,255
733,251
736,246
739,243
742,241
745,243
745,242
742,237
735,234
731,236
727,236
726,235
719,233
705,232
694,228
687,224
673,223
656,230
644,223
629,225
616,221
609,223
609,220
608,222
605,222
602,218
596,214
594,213
602,213
600,211
601,210
609,210
619,208
619,204
615,200
613,201
606,204
604,199
603,195
624,201
623,201
621,205
622,204
625,206
626,206
627,207
627,206
626,211
628,205
630,205
633,205
632,209
673,206
690,207
694,208
694,202
698,206
712,205
715,199
722,202
726,196
742,201
756,202
799,201
811,202
812,197
813,198
816,203
819,202
821,199
820,197
819,195
817,193
851,195
854,195
856,190
856,192
893,185
904,185
907,182
908,184
942,190
968,193
980,191
989,184
1004,186
1004,186
1009,181
1007,172
1013,171
1014,176
1019,174
1018,177
1017,175
1015,174
1017,168
1017,169
1026,173
1027,170
1021,165
1022,162
1025,165
1024,165
1022,157
1022,168
1023,173
1025,168
1025,169
1025,162
1030,161
1031,164
1034,165
1036,171
1037,170
1038,169
1040,172
1042,171
1043,167
1045,165
1047,167
1048,168
1049,167
1048,167
1051,171
1053,171
1052,170
1053,169
1053,171
1057,168
1064,166
1060,167
1056,174
1055,172
1054,178
1054,176
1051,184
1047,179
1042,179
1038,178
1034,185
1030,181
1031,181
1027,181
1022,186
1023,184
1027,182
1029,181
1029,178
1029,180
1027,176
1024,172
1019,177
1016,179
1011,180
1015,180
1020,185
1022,186
1017,187
1017,188
1019,181
1018,187
1020,187
1023,185
1026,177
1033,180
1039,182
1034,176
1013,171
1009,169
1022,179
1037,175
1044,171
1048,169
1057,173
1060,169
1066,160
1066,167
1067,165
1076,171
1083,175
1074,174
1069,178
1060,168
1046,164
1052,160
1059,159
1062,151
1071,153
1080,153
1065,152
1059,158
1053,152
1040,154
1023,153
1009,151
998,152
985,149
985,141
981,140
977,146
964,145
990,142
985,138
990,136
986,134
1000,134
1003,131
1015,132
1013,134
1016,130
1015,139
1024,137
1022,129
1002,124
984,127
963,131
959,130
957,133
950,132
949,139
938,143
942,137
956,134
961,134
952,134
957,138
961,139
966,140
971,138
979,136
985,126
988,133
1002,137
1013,140
1014,142
1029,139
1029,141
1060,139
1055,144
1060,144
1064,136
1066,133
1073,131
1078,134
1074,138
1067,138
1068,136
1073,133
1074,129
1080,126
1082,127
1066,123
1050,126
1036,124
1018,120
1019,125
1014,118
1020,122
1030,117
1051,116
1056,113
1060,113
1060,118
1064,115
1066,116
1067,116
1070,117
1076,112
1080,114
1080,117
1053,116
1067,110
1063,106
1055,109
1038,106
1029,112
1026,103
1020,105
1028,101
1033,104
1028,104
1026,101
1033,97
1029,97
1038,94
1038,96
1041,94
1049,91
1046,92
1048,90
1045,87
1045,87
1033,89
1016,93
997,87
982,89
972,90
963,90
963,88
962,82
948,81
934,88
926,86
924,88
929,87
938,87
933,85
923,80
898,82
877,80
853,83
846,83
835,80
841,77
831,72
846,73
849,72
860,74
870,72
885,71
885,67
894,62
886,64
885,61
882,61
921,65
921,65
921,65
918,62
937,58
941,61
937,61
927,56
928,60
925,57
922,55
925,53
945,53
953,53
956,55
947,54
934,57
913,58
904,62
889,64
886,58
876,57
864,62
856,61
858,55
845,50
847,50
854,51
878,52
884,51
896,51
909,45
922,42
924,43
952,38
967,39
981,38
981,43
1005,45
1003,41
1006,38
1014,35
1021,33
1017,35
1027,31
1035,34
1047,37
1047,38
1052,37
1055,34
1050,31
1045,31
1041,33
1040,33
1043,30
1044,29
1048,30
1050,31
1039,28
1034,28
1036,25
1032,27
1022,29
1015,31
1015,28
1005,30
994,30
987,27
979,24
975,23
977,24
972,28
977,29
980,26
986,27
981,27
988,27
989,26
988,25
988,25
987,25
979,24
970,24
962,24
968,25
977,27
987,23
985,23
988,23
989,24
991,25
986,26
989,26
982,28
982,27
977,26
972,25
960,26
948,26
947,24
940,23
937,24
935,24
935,26
936,26
953,26
946,25
948,27
980,28
988,31
992,28
1000,27
1009,27
1014,25
1025,26
1028,25
1034,25
1034,24
1035,26
1037,27
1041,27
1039,30
1042,31
1039,31
1033,31
1023,33
1014,34
1005,35
995,37
984,33
968,35
957,37
950,36
952,35
955,35
962,33
959,34
953,34
951,36
950,37
944,37
930,33
931,35
929,36
927,35
924,33
931,32
932,31
933,29
926,28
918,29
916,28
920,26
923,28
927,26
920,27
924,27
922,28
920,28
922,29
916,29
907,29
901,29
897,32
895,33
889,34
887,35
884,34
870,34
868,35
862,34
859,35
858,35
856,38
854,38
850,37
850,39
848,42
850,40
851,40
860,39
862,39
868,40
867,39
875,38
872,38
866,37
867,40
871,38
868,39
870,41
868,43
871,48
872,52
874,55
872,56
874,59
875,68
877,73
878,79
877,80
878,89
876,88
875,90
874,99
874,105
875,109
877,112
876,110
876,113
877,109
879,109
874,106
875,105
878,105
880,102
883,100
885,102
890,98
891,98
894,98
896,98
899,102
898,105
899,104
898,103
901,101
904,102
904,99
908,102
908,98
902,92
898,93
894,96
892,93
883,93
874,94
864,95
857,92
849,90
850,93
847,91
848,91
851,87
855,88
853,89
847,88
842,91
836,90
826,91
814,87
799,87
787,90
780,88
775,86
769,85
765,86
756,83
751,83
751,84
746,82
740,83
733,81
734,78
733,77
733,75
735,75
730,78
722,76
715,76
704,74
690,76
678,77
667,79
655,79
647,78
635,81
620,82
612,78
606,78
598,82
600,81
602,79
598,81
594,87
585,85
576,86
566,89
563,87
564,87
568,84
564,84
554,83
544,83
537,83
530,81
522,82
519,82
518,81
510,80
499,79
489,79
486,79
479,80
476,76
473,76
470,77
463,77
452,78
443,78
437,76
430,75
427,74
423,73
417,74
411,77
402,78
392,77
388,80
381,81
374,82
367,84
364,86
363,91
362,90
357,90
351,92
353,94
361,93
374,95
383,96
386,97
383,98
379,98
368,98
370,98
363,100
357,100
353,98
347,101
343,103
343,103
342,104
341,104
340,107
334,106
327,106
314,105
307,104
299,106
292,105
285,106
279,107
274,107
270,108
265,109
259,108
260,110
260,109
257,109
253,110
250,108
245,106
240,106
238,107
234,108
232,106
229,106
225,104
221,107
216,110
213,108
208,109
203,109
198,110
193,109
187,108
180,111
173,112
166,114
159,113
152,113
147,114
143,115
139,115
136,116
134,119
132,119
130,121
127,122
123,125
120,125
117,126
113,126
109,126
106,127
102,128
99,130
95,129
91,125
89,123
86,123
83,121
80,121
79,123
76,121
75,122
68,125
66,128
63,129
61,130
58,132
55,134
54,134
51,134
47,134
45,132
43,136
40,136
37,133
32,133
30,134
28,133
26,131
24,130
23,132
22,132
21,132
19,133
18,135
17,139
15,144
14,146
12,151
10,157
10,158
9,163
8,170
6,172
2,176
1,178
0,180
0,184
0,191
0,198
0,199
0,206
0,214
0,221
0,225
0,225
0,229
0,237
0,242
0,221
0,222
0,223
0,226
0,226
0,225
0,226
0,225
0,225
0,225
0,234
0,230
0,229
0,235
0,235
0,236
0,239
0,238
0,242
0,244
0,243
0,243
0,245
0,246
0,248
0,252
0,255
0,257
0,259
0,261
0,264
0,263
0,264
0,263
0,266
0,267
0,268
0,274
0,276
0,278
0,280
0,283
0,286
0,292
0,294
0,296
0,299
0,300
0,301
0,302
0,302
0,305
0,311
0,316
0,323
0,322
0,324
0,324
0,322
0,326
0,332
0,334
0,344
0,344
0,346
0,353
0,353
0,358
0,359
0,363
0,367
0,372
0,375
0,378
0,383
0,388
0,395
0,395
0,397
0,403
0,405
0,405
0,408
0,410
0,413
0,416
0,422
0,425
0,429
0,434
0,433
0,434
0,440
0,443
0,440
0,442
0,447
0,449
0,451
0,453
0,454
0,458
0,463
0,465
0,464
0,469
0,471
0,475
0,482
0,481
0,482
0,487
0,490
0,496
0,496
0,498
0,506
0,509
0,516
0,519
0,528
0,536
0,535
0,539
0,540
0,541
0,543
0,547
0,548
0,550
0,554
0,556
0,556
0,563
0,563
0,563
0,570
0,570
0,572
0,573
0,579
0,583
0,589
0,591
0,593
0,606
0,614
0,611
0,615
0,612
0,617
0,622
0,627
0,633
0,634
0,639
0,637
0,634
0,637
0,636
0,644
0,643
0,642
0,639
0,638
0,643
0,646
0,647
0,650
0,652
0,652
0,660
0,657
0,655
0,658
0,662
0,659
0,664
0,669
0,668
0,677
0,674
0,677
0,680
0,687
0,689
0,695
0,685
0,687
0,693
0,681
0,678
0,676
0,674
0,672
0,671
0,673
0,674
0,676
0,674
0,676
0,675
0,676
0,673
0,676
0,676
0,677
0,671
0,672
0,669
0,670
0,668
0,667
0,667
0,667
0,668
0,665
0,663
0,663
0,663
0,660
0,659
0,654
0,651
0,645
0,642
0,640
0,640
0,634
0,631
0,632
0,629
0,627
0,628
0,628
0,629
0,633
0,630
0,627
0,629
0,625
0,629
0,626
0,632
0,631
0,632
0,626
0,624
0,626
0,626
0,629
0,639
0,638
0,637
0,636
0,633
0,639
0,631
0,629
0,623
0,621
0,620
0,621
0,619
0,618
0,615
0,613
0,613
0,610
0,608
0,605
0,605
0,600
0,601
0,597
0,593
0,592
0,589
0,588
0,587
0,585
0,581
0,574
0,575
0,568
0,565
0,563
0,563
0,559
0,561
0,556
0,554
0,550
0,549
0,544
0,542
0,543
0,543
0,542
0,543
0,538
0,535
0,533
0,535
0,530
0,531
0,531
0,534
0,535
0,539
0,536
0,535
0,533
0,536
0,533
0,535
0,532
0,534
0,536
0,535
0,534
0,538
0,542
0,546
0,548
0,554
0,553
0,561
0,565
0,569
0,567
0,570
0,571
0,573
0,573
0,573
0,571
0,572
0,572
0,575
0,572
0,575
0,572
0,571
0,568
0,568
0,568
0,566
0,566
0,564
0,572
0,574
0,575
0,576
0,579
0,581
0,582
0,583
0,582
0,579
0,580
0,579
0,577
0,575
0,577
0,578
0,578
0,579
0,583
0,586
0,586
0,589
0,586
0,587
0,592
0,593
0,593
0,594
0,594
0,593
0,593
0,594
0,596
0,596
0,597
0,599
0,600
0,606
0,606
0,609
0,609
0,609
0,611
0,611
0,609
0,610
0,612
0,614
0,617
0,619
0,618
0,619
0,621
0,624
0,623
0,627
0,635
0,639
0,634
0,638
0,639
0,639
0,642
0,645
0,644
0,650
0,653
0,654
0,658
0,655
0,656
0,652
0,650
0,650
0,653
0,652
0,652
0,652
0,649
0,648
0,646
0,651
0,649
0,647
0,645
0,643
0,638
0,640
0,637
0,635
0,635
0,639
0,640
0,643
0,644
0,650
0,647
0,650
0,646
0,651
0,649
0,661
0,663
0,661
0,662
0,663
0,665
0,666
0,671
0,673
0,674
0,672
0,672
0,673
0,674
0,674
0,673
0,675
0,676
0,678
0,678
0,675
0,673
0,677
0,676
2,678
3,679
6,681
7,679
8,676
8,677
10,677
10,674
11,678
12,675
13,675
14,673
16,673
17,668
18,667
19,661
20,665
22,662
24,667
26,659
27,662
29,662
30,662
31,661
33,671
44,678
46,680
48,681
50,687
53,685
55,686
56,684
58,691
61,689
63,695
66,698
67,703
68,705
71,708
73,707
77,708
80,709
84,709
87,709
92,709
99,703
105,705
111,703
115,703
118,700
123,695
128,696
133,698
139,694
144,695
149,693
155,696
163,693
171,695
179,692
184,690
189,686
193,682
202,677
206,676
211,676
216,678
221,675
227,680
233,681
239,680
244,685
250,683
256,682
261,684
265,680
272,680
279,675
285,675
295,672
302,669
309,669
316,667
324,665
331,666
339,664
346,658
354,659
361,653
370,650
378,651
383,650
392,650
400,648
405,650
413,650
420,645
431,645
435,642
443,639
452,642
457,643
465,639
467,641
476,638
485,640
492,639
500,635
502,631
511,628
516,629
525,627
534,625
538,622
547,620
557,613
562,608
568,604
578,601
589,595
598,589
608,586
617,577
629,573
632,566
637,564
646,563
654,557
661,556
669,547
675,545
681,540
687,536
692,533
699,529
705,525
712,523
717,517
720,514
726,510
735,509
738,506
740,499
747,497
753,489
759,482
764,481
768,477
769,473
777,469
780,471
786,469
785,470
786,468
787,467
788,466
792,463
797,461
803,462
811,462
817,459
823,461
830,460
836,456
841,456
845,453
843,457
847,454
849,452
853,454
853,452
854,450
854,445
859,443
857,439
860,436
865,431
868,427
871,427
875,426
877,422
880,417
882,413
882,409
886,415
885,409
862,408
872,410
870,405
872,408
873,406
876,402
878,397
878,394
884,393
886,390
888,386
889,388
890,391
891,389
894,386
896,388
899,392
902,393
904,399
906,396
909,401
915,398
918,394
918,394
916,393
920,394
926,398
932,398
928,402
927,399
931,399
932,401
937,393
944,400
945,403
944,394
946,396
950,399
946,398
940,407
945,403
949,407
950,403
953,404
954,404
958,409
965,405
962,411
956,419
956,422
959,427
962,422
967,415
970,427
972,430
975,431
973,441
974,444
975,444
979,450
979,451
986,460
988,461
998,462
1002,460
1009,460
1012,465
1012,469
1013,465
1017,462
1019,474
1020,479
1018,479
1017,485
1017,491
982,491
986,488
990,501
992,501
992,503
995,501
1003,507
1001,512
1003,528
1004,528
1004,535
1003,534
1003,548
996,552
996,562
991,563
989,577
985,576
985,588
970,589
974,598
977,609
981,603
983,615
984,630
986,633
990,627
990,642
992,640
996,650
998,654
1000,652
1003,659
1006,668
1010,673
1014,672
1018,680
1020,679
1021,676
1025,682
1029,696
1029,695
1031,685
1032,701
1032,701
1033,702
1038,738
1040,742
1041,758
1042,762
1042,762
1039,774
1038,783
1040,774
1043,773
1043,774
1046,779
1051,780
1055,802
1056,800
1058,793
1057,792
1057,788
1055,803
1055,797
1055,786
1057,817
1058,832
1059,836
1061,826
1063,830
1062,831
1062,844
1059,847
1058,855
1058,851
1056,825
1057,840
1059,852
1060,844
1060,857
1058,862
1058,858
1058,868
1063,882
1067,880
1068,884
1071,881
1071,893
1072,906
1071,919
1067,909
1068,913
1066,920
1065,914
1063,903
1064,918
1065,912
1064,893
1065,894
1066,895
1068,896
1066,915
1064,906
1061,910
1056,919
1052,939
1056,939
1058,947
1056,942
1056,923
1053,910
1052,928
1054,918
1060,941
1054,951
1050,961
1050,969
1048,994
1051,971
1058,979
1059,968
1058,987
1056,977
1059,995
1059,987
1057,1019
1059,1010
1060,998
1060,985
1065,998
1066,991
1067,994
1069,1007
1071,997
1072,991
1073,1001
1074,989
1075,999
1082,1015
1085,1003
1089,1008
1091,1010
1090,1006
1089,977
1090,992
1089,979
1090,990
1090,1022
1090,1033
1089,1041
1089,1033
1091,1043
1093,1025
1089,1024
1087,1028
1084,1028
1083,1025
1083,1012
1080,1026
1080,1027
1082,1020
1082,1024
1082,1013
1081,1029
1076,1032
1073,1049
1072,1040
1073,1047
1072,1065
1073,1062
1073,1055
1075,1060
1077,1064
1078,1071
1074,1052
1071,1064
1069,1071
1069,1063
1070,1075
1071,1077
1072,1071
1078,1063
1082,1075
1084,1085
1082,1096
1083,1115
1065,1112
1066,1122
1064,1109
1062,1132
1061,1142
1060,1143
1056,1135
1054,1108
1056,1137
1062,1097
1065,1115
1068,1117
1068,1102
1069,1076
1069,1088
1069,1102
1070,1094
1068,1105
1068,1118
1066,1135
1067,1124
1066,1135
1067,1113
1067,1105
1069,1110
1071,1111
1070,1115
1071,1128
1072,1137
1069,1153
1071,1135
1077,1119
1077,1127
1074,1129
1071,1121
1071,1152
1067,1158
1062,1153
1067,1159
1068,1150
1062,1138
1060,1176
1054,1163
1051,1176
1050,1172
1050,1187
1052,1197
1052,1217
1050,1200
1052,1183
1045,1195
1043,1215
1038,1226
1036,1242
1038,1223
1035,1226
1035,1192
1034,1203
1030,1193
1031,1210
1030,1231
1030,1250
1027,1276
1029,1256
1027,1259
1025,1264
1032,1274
1036,1256
1040,1256
1041,1250
1041,1285
1040,1280
1031,1263
1030,1256
1025,1248
1025,1267
1018,1268
1018,1289
1016,1295
1012,1319
1012,1319
1010,1312
1009,1309
1009,1303
1011,1288
1016,1270
1018,1279
1024,1271
1022,1294
1026,1291
1028,1310
1029,1312
1028,1307
1030,1323
1032,1339
1032,1338
1032,1302
1032,1310
1032,1323
1034,1333
1037,1346
1040,1358
1042,1358
1029,1368
1023,1346
1021,1372
1018,1357
1021,1382
1024,1383
1026,1407
1027,1402
1029,1406
1029,1423
1030,1434
1033,1439
1034,1442
1035,1443
1037,1432
1038,1444
1040,1473
1041,1498
1040,1534
1042,1538
1044,1569
1044,1552
995,1537
1000,1545
999,1551
998,1558
998,1555
1000,1560
1000,1547
1004,1552
1006,1556
1010,1558
1013,1567
1010,1570
1010,1583
1009,1574
1010,1614
1011,1603
1016,1603
1016,1605
1012,1619
1010,1638
1008,1619
1009,1595
1010,1604
1010,1596
1005,1623
1006,1610
1010,1647
1010,1627
1012,1641
1011,1638
1012,1646
1011,1653
1013,1647
1014,1629
1011,1633
1010,1643
1012,1641
1009,1649
1009,1653
1006,1683
1003,1667
999,1667
1003,1640
1004,1651
1007,1668
1006,1673
1006,1659
1007,1662
1008,1660
1012,1650
1010,1650
1006,1667
1004,1684
1009,1661
1009,1638
1014,1657
1029,1666
1027,1683
1027,1692
1033,1680
1030,1656
1026,1632
1025,1606
1024,1633
1020,1625
1021,1635
1002,1659
1011,1655
1008,1655
1005,1668
1008,1677
1009,1673
1010,1683
1008,1679
1008,1725
1007,1726
1009,1705
1011,1704
1012,1722
1015,1710
1016,1712
1013,1715
1013,1732
1011,1723
1009,1698
994,1696
985,1725
985,1760
985,1768
979,1751
967,1756
970,1761
958,1770
971,1780
958,1772
947,1763
946,1768
946,1803
948,1807
953,1811
954,1804
952,1807
952,1821
952,1825
950,1820
942,1809
938,1819
937,1826
935,1817
932,1827
915,1827
916,1831
919,1850
918,1856
915,1858
911,1860
911,1858
912,1847
921,1840
924,1842
924,1847
929,1840
931,1839
923,1848
921,1851
921,1843
920,1870
921,1858
919,1856
914,1836
911,1831
908,1837
903,1850
891,1843
886,1834
891,1844
894,1832
887,1820
889,1840
894,1830
896,1827
891,1816
890,1816
893,1833
885,1833
882,1834
877,1839
872,1844
869,1830
869,1849
871,1840
869,1846
872,1825
867,1825
870,1821
873,1813
874,1810
872,1826
868,1822
862,1830
864,1842
862,1851
846,1831
835,1842
836,1847
840,1861
840,1843
842,1843
840,1835
839,1821
835,1835
833,1850
832,1839
832,1822
833,1813
837,1818
834,1812
832,1818
831,1832
829,1825
829,1831
829,1849
827,1842
825,1818
827,1825
829,1818
823,1823
828,1844
824,1849
822,1847
820,1855
819,1859
816,1860
816,1865
820,1870
821,1867
816,1866
815,1866
822,1869
822,1875
822,1874
818,1881
814,1886
817,1900
817,1910
817,1922
815,1931
810,1932
807,1921
802,1939
794,1949
792,1966
792,1963
790,1969
789,1983
788,1973
786,1972
785,1973
783,1985
781,1981
778,1987
776,1984
775,1995
770,2002
771,2002
771,2010
771,2031
768,2038
763,2052
761,2058
759,2064
752,2085
748,2081
745,2095
747,2115
743,2149
737,2159
729,2176
721,2190
715,2221
711,2240
706,2249
705,2259
701,2294
695,2301
685,2321
680,2325
672,2342
666,2363
657,2380
653,2379
644,2398
639,2400
629,2418
620,2435
613,2434
601,2456
589,2469
577,2486
566,2491
553,2494
542,2500
533,2494
523,2506
513,2518
508,2532
499,2531
489,2533
487,2531
485,2528
473,2509
461,2501
461,2495
453,2489
442,2478
435,2485
424,2481
417,2456
415,2456
413,2440
408,2440
402,2444
398,2446
390,2451
385,2457
381,2469
376,2483
368,2469
364,2475
360,2473
353,2467
345,2455
341,2450
335,2441
327,2449
323,2450
316,2441
309,2441
305,2434
301,2424
292,2415
283,2427
277,2421
271,2444
267,2449
261,2444
253,2436
248,2434
244,2440
238,2428
234,2428
228,2426
223,2427
217,2423
212,2415
205,2425
198,2417
194,2403
189,2413
184,2398
180,2403
175,2396
171,2398
164,2392
158,2399
154,2396
148,2405
144,2403
139,2407
135,2399
130,2404
126,2414
121,2410
115,2413
111,2418
107,2405
103,2405
99,2400
95,2391
92,2391
86,2398
81,2401
78,2417
74,2422
70,2421
67,2411
64,2410
62,2405
60,2414
56,2413
52,2402
48,2403
45,2408
42,2417
41,2422
39,2426
37,2429
33,2438
26,2444
25,2464
23,2472
23,2483
21,2486
20,2497
18,2499
18,2505
17,2522
16,2529
15,2528
14,2538
13,2541
11,2558
11,2560
10,2572
9,2575
8,2583
6,2593
5,2601
2,2601
0,2618
0,2618
0,2625
0,2634
0,2624
0,2623
0,2619
0,2617
0,2616
0,2615
0,2614
0,2619
0,2622
0,2621
0,2617
0,2630
0,2633
0,2642
0,2636
0,2638
0,2631
0,2628
0,2632
0,2629
0,2629
0,2623
0,2620
0,2618
0,2623
0,2613
0,2601
0,2615
0,2611
0,2597
0,2580
0,2571
0,2558
0,2538
0,2514
0,2500
0,2493
0,2474
0,2469
0,2470
0,2472
0,2468
0,2465
0,2472
0,2478
0,2480
0,2494
0,2522
0,2543
0,2563
0,2565
0,2570
0,2575
0,2586
0,2586
0,2603
0,2594
0,2607
0,2604
0,2593
0,2592
0,2575
0,2578
0,2555
0,2549
0,2531
0,2517
0,2512
0,2509
0,2503
0,2505
0,2496
0,2479
0,2474
0,2464
0,2449
0,2434
0,2436
0,2442
0,2427
0,2418
0,2413
0,2419
0,2417
0,2394
0,2382
0,2381
0,2381
0,2379
0,2370
0,2355
0,2351
0,2339
0,2332
0,2317
0,2304
0,2294
0,2286
0,2291
0,2270
0,2261
0,2244
0,2233
0,2228
0,2212
0,2186
0,2158
0,2143
0,2138
0,2109
0,2101
0,2078
0,2070
0,2069
0,2052
0,2040
0,2024
0,2005
0,1981
0,1972
0,1956
0,1948
0,1943
0,1942
0,1928
0,1926
0,1929
0,1925
0,1917
0,1918
0,1913
0,1902
0,1893
0,1889
0,1882
0,1875
0,1870
0,1870
0,1869
0,1862
0,1860
0,1860
0,1855
0,1852
0,1850
0,1849
0,1851
0,1852
0,1844
0,1854
0,1845
0,1841
0,1839
0,1831
0,1828
0,1821
0,1822
0,1819
0,1811
0,1805
0,1806
0,1808
0,1802
0,1800
0,1797
0,1794
0,1795
0,1792
0,1799
0,1799
0,1798
0,1785
0,1782
0,1775
0,1773
0,1777
0,1764
0,1756
0,1750
0,1747
0,1747
0,1749
0,1741
0,1733
0,1748
0,1741
0,1744
0,1741
0,1738
0,1727
0,1717
0,1715
0,1711
0,1703
0,1686
0,1683
0,1671
0,1663
0,1672
0,1686
0,1688
0,1679
0,1676
0,1679
0,1673
0,1663
0,1653
0,1655
0,1655
0,1670
0,1661
0,1665
0,1659
0,1661
0,1662
0,1651
0,1651
0,1640
0,1654
0,1633
0,1586
0,1567
0,1560
0,1531
0,1526
0,1518
0,1512
0,1500
0,1486
0,1456
0,1444
0,1452
0,1406
0,1414
0,1418
0,1413
0,1399
0,1403
0,1402
0,1414
0,1421
0,1405
0,1397
0,1400
0,1396
0,1394
0,1400
0,1411
0,1408
0,1419
0,1429
0,1451
0,1466
0,1478
0,1483
0,1496
0,1487
0,1491
0,1496
0,1487
0,1480
0,1460
0,1450
0,1437
0,1439
0,1435
0,1438
0,1416
0,1410
0,1405
0,1403
0,1388
0,1389
0,1371
0,1360
0,1350
0,1341
0,1344
0,1344
0,1341
0,1336
0,1330
0,1328
0,1324
0,1309
0,1309
0,1303
0,1298
0,1283
0,1283
0,1283
0,1282
0,1284
0,1281
0,1283
0,1286
0,1275
0,1267
0,1272
0,1271
0,1257
0,1245
0,1249
0,1249
0,1246
0,1243
0,1242
0,1224
0,1244
0,1240
0,1232
0,1225
0,1221
0,1223
0,1223
0,1221
0,1228
0,1225
0,1225
0,1219
0,1228
0,1238
0,1240
0,1230
0,1224
0,1225
0,1223
0,1225
0,1228
0,1244
0,1265
0,1290
0,1309
0,1334
0,1341
0,1362
0,1388
0,1414
0,1418
0,1436
0,1454
0,1479
0,1494
0,1521
0,1530
0,1534
0,1539
0,1537
0,1538
0,1551
0,1543
0,1622
0,1661
0,1689
0,1698
0,1707
0,1687
0,1682
0,1664
0,1665
0,1641
0,1635
0,1614
0,1623
0,1600
0,1586
0,1567
0,1543
0,1521
0,1519
0,1487
0,1469
0,1451
0,1445
0,1438
0,1411
0,1397
0,1375
0,1362
0,1376
0,1376
0,1377
0,1383
0,1379
0,1386
0,1397
0,1398
0,1405
0,1393
0,1389
0,1386
0,1382
0,1371
0,1386
0,1373
0,1365
0,1380
0,1369
0,1367
0,1378
0,1372
0,1371
0,1373
0,1370
0,1352
0,1360
0,1359
0,1368
0,1364
0,1361
0,1373
0,1378
0,1381
0,1386
0,1382
0,1383
0,1375
0,1370
0,1372
0,1353
0,1352
0,1344
0,1336
0,1330
0,1318
0,1315
0,1304
0,1297
0,1298
0,1306
0,1297
0,1289
0,1269
0,1250
0,1246
0,1230
0,1232
0,1206
0,1182
0,1167
0,1159
0,1159
0,1149
0,1144
0,1140
0,1146
0,1146
0,1136
0,1126
0,1132
0,1130
0,1139
0,1133
0,1147
0,1151
0,1160
0,1156
0,1158
0,1152
0,1152
0,1129
0,1132
0,1126
0,1130
0,1135
0,1141
0,1154
0,1169
0,1177
0,1196
0,1222
0,1247
0,1256
0,1272
0,1286
0,1307
0,1323
0,1342
0,1346
0,1361
0,1365
0,1378
0,1376
0,1385
0,1393
0,1406
1,1403
1,1436
1,1455
1,1434
1,1428
1,1497
1,1518
1,1557
1,1569
2,1593
2,1593
2,1595
2,1608
2,1639
2,1638
2,1652
2,1644
2,1647
2,1645
2,1646
2,1648
2,1646
1,1668
1,1673
1,1669
2,1692
2,1700
2,1710
2,1714
2,1751
2,1766
2,1756
2,1755
2,1760
2,1767
2,1770
2,1773
2,1771
2,1782
2,1800
3,1790
3,1807
3,1807
3,1828
4,1830
4,1842
5,1816
5,1817
6,1830
6,1829
6,1834
6,1841
6,1817
6,1814
6,1796
8,1776
10,1781
10,1775
9,1769
10,1768
11,1753
11,1754
12,1744
12,1752
12,1746
12,1745
14,1740
12,1766
13,1774
14,1800
15,1809
14,1819
16,1837
17,1848
18,1853
18,1867
18,1883
16,1869
16,1876
16,1873
22,1869
21,1852
22,1867
24,1856
26,1845
29,1852
28,1847
27,1846
29,1830
30,1823
29,1797
28,1788
24,1783
21,1775
22,1771
22,1743
25,1744
27,1746
27,1736
29,1733
29,1735
29,1718
28,1718
29,1708
31,1699
32,1687
33,1695
33,1700
34,1685
35,1699
36,1690
34,1684
32,1683
32,1686
32,1683
31,1673
30,1676
30,1674
30,1675
31,1691
31,1690
31,1713
32,1732
34,1700
34,1702
33,1717
34,1705
37,1706
40,1706
42,1714
44,1710
45,1733
46,1754
50,1753
50,1770
50,1771
52,1768
52,1781
52,1793
51,1800
51,1806
51,1823
50,1832
47,1840
46,1860
48,1854
49,1888
50,1903
50,1912
50,1917
50,1929
50,1913
50,1912
51,1943
51,1957
51,1951
51,1951
52,1947
52,1969
52,1964
52,1952
52,1950
53,1960
51,1958
52,1956
53,1957
54,1973
56,1966
58,1978
59,1988
59,1990
62,2003
62,1994
63,1976
64,1968
65,1995
66,1951
67,1956
68,1970
68,1967
69,1975
71,1990
71,1989
73,2006
76,2003
82,2018
92,2009
102,2011
102,2005
