Solar,Wind
0,1096
0,1090
0,1097
0,1096
0,1103
0,1104
0,1103
0,1101
0,1103
0,1105
0,1113
0,1114
0,1120
0,1132
0,1130
0,1132
0,1138
0,1138
0,1141
0,1145
0,1142
0,1146
0,1148
0,1140
0,1146
0,1149
0,1151
0,1152
0,1152
0,1152
0,1155
0,1153
0,1152
0,1158
0,1156
0,1155
0,1158
0,1155
0,1158
0,1174
0,1168
0,1166
0,1166
0,1167
0,1169
0,1171
0,1163
0,1166
0,1161
0,1162
0,1170
0,1165
0,1162
0,1161
0,1158
0,1157
0,1161
0,1162
0,1161
0,1155
0,1154
0,1153
0,1148
0,1145
0,1149
0,1142
0,1144
0,1143
0,1139
0,1137
0,1136
0,1130
0,1128
0,1127
2,1116
3,1113
7,1109
7,1105
8,1105
10,1102
11,1097
13,1094
15,1088
17,1084
18,1085
20,1082
21,1076
22,1074
25,1068
27,1059
29,1062
31,1054
33,1049
36,1045
44,1041
46,1045
48,1046
52,1047
56,1039
57,1033
59,1035
61,1032
62,1039
65,1037
66,1038
67,1035
71,1036
74,1034
75,1033
74,1036
71,1029
69,1028
70,1031
71,1036
74,1039
78,1038
84,1041
90,1036
95,1043
96,1042
99,1041
101,1038
103,1035
105,1031
105,1036
103,1028
101,1028
103,1028
101,1019
100,1017
99,1019
103,1017
107,1010
109,1008
109,1003
114,1000
122,994
131,994
134,990
147,988
151,990
155,989
157,986
160,976
164,974
172,969
179,962
185,959
185,956
185,954
184,951
189,943
195,941
201,945
207,932
215,927
222,920
221,914
223,908
236,908
259,904
282,889
306,881
344,875
365,873
380,867
388,868
398,862
403,858
404,853
409,847
417,839
420,836
425,827
430,827
438,822
445,818
457,806
465,810
469,800
476,799
485,794
492,792
502,790
517,782
525,779
529,786
535,781
539,773
542,769
549,769
559,759
570,763
581,754
591,753
603,756
614,744
624,738
630,731
637,731
643,718
648,712
650,704
642,698
625,694
612,684
600,685
583,680
576,671
584,650
601,653
616,652
612,649
651,643
697,644
713,641
708,632
691,630
694,626
704,621
715,625
726,617
726,615
727,608
730,615
740,614
745,603
752,601
755,601
757,605
758,601
759,604
757,597
751,595
755,589
756,583
757,581
752,581
745,581
739,583
736,584
737,575
743,585
757,582
758,574
794,576
801,573
806,580
809,575
813,577
815,572
819,574
822,581
828,579
832,581
835,589
832,581
834,586
833,586
831,591
830,593
831,591
831,595
825,598
831,597
834,605
840,602
848,602
850,610
858,598
863,606
871,615
875,618
874,621
865,613
865,608
863,609
863,619
863,620
863,617
862,617
863,613
863,610
864,615
865,610
867,605
871,605
872,599
874,598
875,598
875,596
875,593
878,593
880,592
884,586
888,590
891,587
895,581
898,581
904,580
908,588
915,592
924,583
925,588
928,596
929,588
929,599
931,593
931,597
929,605
928,609
931,603
934,594
938,611
941,611
945,609
946,606
950,611
951,608
946,612
945,623
945,621
942,618
944,625
946,628
946,627
945,630
948,627
951,624
957,636
963,635
969,634
972,640
968,642
973,640
981,644
985,647
986,643
979,654
972,658
965,659
968,669
971,656
977,667
991,676
1001,681
1004,674
1000,667
991,671
986,677
981,673
978,684
980,685
987,687
986,689
980,686
978,686
976,697
977,698
979,706
989,708
996,708
1005,718
1011,716
1015,716
1016,726
1001,725
1004,737
1002,731
996,732
994,745
994,745
995,737
990,755
986,756
976,757
960,776
949,779
962,775
966,768
961,773
951,771
947,780
946,797
939,803
935,813
936,822
943,830
930,839
916,819
907,826
908,833
899,854
869,863
849,853
848,868
845,872
834,883
836,897
845,870
842,877
854,899
860,894
880,886
884,896
881,895
875,891
889,917
897,920
887,916
864,926
864,927
862,923
869,913
863,938
838,944
813,933
819,951
848,946
855,949
849,940
880,943
870,951
847,949
834,934
836,937
835,934
835,952
826,957
834,976
822,1003
857,988
874,1005
901,976
880,965
853,984
853,995
847,993
844,994
831,1005
810,996
808,990
822,999
860,998
899,993
903,999
879,997
861,990
869,982
860,966
854,987
851,981
872,997
890,980
900,986
949,1004
960,988
974,1012
967,999
937,1009
908,1013
880,1022
873,1016
875,1020
884,1019
896,1046
892,1050
913,1035
925,1032
923,1053
916,1051
910,1068
918,1069
941,1056
946,1058
929,1055
930,1069
919,1054
923,1042
937,1056
935,1075
930,1080
899,1079
901,1089
892,1097
888,1110
867,1114
846,1125
859,1136
860,1133
856,1142
884,1146
920,1141
938,1161
939,1147
951,1141
954,1133
926,1145
888,1130
858,1171
815,1142
822,1157
833,1164
827,1149
825,1155
854,1159
857,1174
876,1191
877,1179
873,1166
852,1187
826,1161
845,1183
867,1191
869,1196
856,1178
831,1202
832,1215
824,1199
828,1224
834,1225
857,1229
839,1218
870,1228
855,1251
854,1262
861,1249
861,1251
831,1253
827,1263
828,1270
825,1267
801,1275
834,1260
859,1279
899,1285
916,1288
896,1289
889,1298
885,1300
871,1299
849,1302
828,1315
837,1315
822,1321
853,1331
864,1314
854,1332
839,1329
837,1320
822,1332
832,1337
855,1322
855,1328
860,1311
870,1336
860,1324
877,1311
889,1332
891,1325
861,1331
862,1333
854,1354
857,1330
844,1344
846,1330
851,1354
856,1331
845,1347
875,1341
882,1349
901,1334
892,1350
879,1347
861,1342
858,1342
835,1352
837,1340
854,1356
861,1348
841,1340
846,1357
844,1340
867,1338
824,1319
801,1340
815,1344
827,1351
823,1360
840,1370
836,1362
850,1379
837,1362
844,1377
853,1360
903,1356
924,1379
925,1362
896,1386
871,1395
830,1394
851,1377
861,1383
896,1364
874,1384
920,1398
886,1370
834,1371
839,1365
852,1370
831,1365
818,1361
829,1366
842,1366
853,1344
843,1350
837,1346
833,1353
816,1379
814,1378
815,1348
839,1341
855,1333
892,1332
917,1323
917,1324
891,1322
874,1332
871,1337
863,1323
872,1329
891,1330
870,1332
860,1319
839,1312
827,1316
782,1308
760,1284
761,1274
803,1259
798,1270
846,1292
897,1269
946,1267
948,1236
973,1258
973,1271
956,1291
929,1284
901,1293
890,1302
897,1304
902,1311
917,1317
916,1311
946,1281
960,1276
950,1290
916,1291
893,1285
878,1277
875,1278
879,1301
854,1299
847,1309
870,1323
862,1304
866,1314
878,1309
911,1318
909,1298
914,1316
898,1303
875,1296
876,1299
875,1274
883,1290
921,1294
927,1284
925,1284
923,1283
916,1291
908,1280
890,1287
860,1295
860,1304
861,1282
861,1282
856,1283
856,1291
844,1301
840,1301
843,1301
847,1304
827,1298
818,1277
820,1289
845,1299
844,1290
855,1259
860,1277
904,1278
950,1281
956,1274
951,1278
941,1288
925,1280
881,1287
832,1293
784,1283
775,1260
794,1255
797,1265
770,1276
777,1275
812,1263
832,1262
823,1259
820,1258
837,1286
833,1270
831,1285
827,1286
825,1304
835,1279
842,1271
833,1284
823,1297
809,1293
825,1323
818,1323
819,1322
823,1333
836,1319
848,1326
839,1315
793,1314
751,1316
722,1329
723,1368
749,1386
775,1384
778,1372
814,1388
816,1395
829,1403
831,1432
837,1419
836,1423
779,1421
723,1438
690,1474
670,1492
649,1522
650,1517
638,1517
616,1528
607,1553
593,1546
606,1541
596,1554
566,1525
530,1508
533,1528
537,1538
547,1525
556,1517
562,1520
571,1502
564,1479
554,1479
547,1464
540,1478
551,1470
557,1476
551,1467
539,1479
540,1492
523,1478
537,1455
557,1455
585,1444
615,1419
652,1417
633,1421
633,1421
660,1419
706,1410
711,1392
744,1386
747,1398
763,1386
768,1385
772,1378
751,1372
723,1370
691,1386
660,1397
633,1425
616,1437
634,1440
671,1440
705,1426
760,1431
768,1410
799,1388
794,1389
786,1399
783,1400
779,1418
774,1422
775,1419
772,1420
774,1440
771,1432
779,1452
782,1460
784,1455
785,1457
792,1466
791,1472
793,1472
796,1479
794,1476
788,1485
788,1488
786,1487
786,1477
785,1486
791,1490
792,1469
800,1484
796,1474
760,1475
757,1478
756,1484
737,1484
698,1480
637,1497
577,1526
544,1502
546,1524
551,1529
562,1538
559,1528
572,1526
569,1533
573,1528
574,1531
575,1539
573,1562
571,1567
563,1578
560,1565
560,1545
556,1541
555,1564
572,1534
572,1553
600,1558
604,1528
623,1520
620,1526
619,1523
613,1526
609,1528
606,1542
601,1550
592,1550
582,1556
571,1529
565,1540
557,1543
550,1535
541,1528
531,1514
526,1499
520,1499
513,1512
504,1528
493,1493
483,1476
470,1490
461,1499
454,1514
447,1493
443,1501
440,1485
435,1485
435,1459
436,1452
433,1455
429,1454
425,1451
421,1448
416,1447
411,1453
407,1452
402,1447
398,1444
392,1461
385,1483
376,1471
368,1467
364,1459
356,1456
348,1465
343,1462
336,1466
328,1461
325,1462
318,1449
312,1461
307,1470
303,1466
296,1458
289,1447
283,1460
276,1459
268,1457
260,1453
253,1454
245,1471
236,1461
229,1461
222,1466
216,1457
211,1457
206,1466
202,1476
198,1482
193,1481
190,1508
186,1509
183,1535
178,1531
176,1528
173,1538
170,1536
166,1536
163,1535
158,1545
155,1554
151,1565
148,1565
145,1576
142,1573
139,1605
135,1608
133,1600
131,1606
129,1609
127,1614
126,1615
123,1621
120,1627
117,1627
114,1611
111,1611
110,1615
108,1615
106,1615
103,1622
101,1624
98,1620
96,1634
94,1633
92,1641
89,1642
85,1639
82,1644
77,1648
74,1657
70,1644
68,1652
66,1654
64,1652
61,1639
59,1650
57,1654
54,1640
52,1651
49,1640
47,1642
45,1645
43,1634
42,1635
40,1649
38,1655
35,1668
33,1673
32,1663
30,1678
29,1674
28,1682
26,1684
25,1691
21,1684
20,1688
19,1674
18,1670
16,1664
15,1663
14,1672
14,1665
13,1663
11,1666
10,1666
10,1671
9,1673
8,1667
8,1666
7,1666
4,1666
2,1652
1,1664
1,1662
0,1664
0,1668
0,1678
0,1684
0,1677
0,1682
0,1692
0,1685
0,1682
0,1682
0,1682
0,1692
0,1689
0,1684
0,1690
0,1687
0,1686
0,1690
0,1682
0,1687
0,1687
0,1678
0,1682
0,1674
0,1673
0,1674
0,1671
0,1670
0,1673
0,1684
0,1685
0,1675
0,1673
0,1684
0,1682
0,1671
0,1673
0,1677
0,1671
0,1667
0,1660
0,1671
0,1662
0,1660
0,1666
0,1671
0,1665
0,1680
0,1694
0,1697
0,1699
0,1702
0,1709
0,1714
0,1715
0,1744
0,1754
0,1759
0,1783
0,1796
0,1817
0,1830
0,1826
0,1830
0,1835
0,1847
0,1869
0,1882
0,1890
0,1909
0,1918
0,1919
0,1924
0,1917
0,1912
0,1909
0,1917
0,1919
0,1924
0,1927
0,1929
0,1932
0,1936
0,1934
0,1929
0,1938
0,1952
0,1958
0,1956
0,1962
0,1968
0,1983
0,1980
0,1993
0,1991
0,1994
0,1995
0,2002
0,2010
0,2012
0,2020
0,2017
0,2011
0,2019
0,2014
0,2010
0,2009
0,1995
0,1992
0,1994
0,1995
0,1995
0,1996
0,1985
0,1987
0,1978
0,1965
0,1976
0,1974
0,1970
0,1966
0,1969
0,1960
0,1956
0,1956
0,1952
0,1957
0,1955
0,1945
0,1940
0,1940
0,1941
0,1930
0,1929
0,1925
0,1924
0,1924
0,1922
0,1928
0,1933
0,1946
0,1944
0,1934
0,1933
0,1925
0,1929
0,1932
0,1925
0,1920
0,1918
0,1910
0,1901
0,1894
0,1891
0,1893
0,1889
0,1894
0,1894
0,1885
0,1886
0,1887
0,1884
0,1873
0,1878
0,1886
0,1895
0,1901
0,1904
0,1901
0,1904
0,1908
0,1909
0,1913
0,1927
0,1933
0,1940
0,1947
0,1951
0,1957
0,1958
0,1959
0,1961
0,1957
0,1958
0,1954
0,1954
0,1954
0,1962
0,1955
0,1954
0,1960
0,1955
0,1961
0,1963
0,1960
0,1963
0,1965
0,1961
0,1962
0,1965
0,1962
0,1964
0,1966
0,1971
0,1968
0,1976
0,1977
0,1977
0,1979
0,1978
0,1974
0,1981
0,1982
0,1984
0,1983
0,1985
0,1993
0,1993
0,1992
0,1985
0,1984
0,1991
0,1990
0,1989
0,1990
0,1994
0,1987
0,1988
0,1982
0,1983
0,1978
0,1981
0,1976
0,1976
0,1971
0,1970
0,1972
0,1976
0,1981
0,1982
0,1974
0,1978
0,1982
0,1989
0,1983
0,1985
0,1982
0,1988
0,1982
0,1990
0,1989
0,1991
0,1992
0,1984
0,1987
0,1986
0,1985
0,1984
0,1984
0,1987
0,1979
0,1978
0,1977
0,1978
0,1977
0,1980
0,1979
0,1973
0,1974
0,1974
0,1978
0,1976
0,1977
0,1980
0,1974
0,1976
0,1978
0,1985
0,1991
0,1993
0,1996
0,1989
0,1998
0,2003
0,1998
0,1991
0,1985
0,1995
0,2001
0,1999
0,1990
0,1994
0,1998
0,2000
0,1996
0,1997
0,1999
0,1997
0,2001
0,2000
0,1999
0,1994
0,1996
0,1993
0,1992
0,1988
0,1981
0,1982
0,1985
0,1981
0,1981
0,1974
0,1970
0,1969
0,1964
0,1966
0,1961
0,1967
0,1960
0,1961
0,1956
0,1953
0,1951
0,1949
0,1945
0,1952
0,1950
0,1955
0,1957
0,1958
0,1955
0,1953
0,1953
0,1951
0,1949
0,1950
0,1950
0,1943
0,1943
0,1948
0,1936
0,1940
0,1934
0,1939
0,1933
0,1934
0,1935
0,1936
0,1950
0,1934
0,1935
0,1939
0,1936
0,1933
0,1933
0,1931
0,1936
0,1937
0,1942
0,1940
0,1939
0,1947
0,1938
0,1934
0,1937
0,1935
0,1933
0,1935
0,1931
0,1937
0,1929
0,1943
0,1937
0,1947
0,1940
0,1940
0,1935
0,1939
0,1935
0,1933
0,1933
0,1929
0,1932
0,1930
0,1927
0,1934
0,1930
0,1932
0,1925
0,1928
0,1928
0,1925
0,1922
0,1931
0,1929
0,1925
0,1922
0,1929
0,1926
0,1931
0,1928
0,1934
0,1930
0,1930
0,1938
0,1936
0,1938
0,1931
0,1935
0,1927
0,1927
0,1924
0,1919
0,1920
0,1921
0,1917
0,1921
0,1916
0,1906
0,1908
0,1903
0,1899
0,1901
0,1898
0,1900
0,1894
0,1902
0,1904
0,1897
0,1901
0,1898
0,1897
0,1904
0,1903
0,1898
0,1897
0,1896
0,1901
0,1891
0,1890
0,1894
0,1880
0,1876
0,1878
0,1874
0,1879
0,1868
0,1865
0,1865
0,1864
0,1864
0,1861
0,1859
0,1859
0,1865
0,1859
0,1863
0,1852
0,1841
0,1796
0,1819
0,1809
0,1820
0,1822
0,1821
0,1819
0,1820
0,1819
0,1816
0,1818
0,1815
0,1809
0,1808
0,1799
0,1798
0,1791
0,1790
0,1791
0,1785
0,1787
0,1776
0,1768
0,1766
0,1760
0,1761
0,1757
0,1756
0,1750
0,1750
0,1744
0,1753
0,1748
0,1746
0,1734
0,1729
1,1717
2,1714
3,1705
4,1694
6,1684
7,1676
9,1671
10,1662
12,1665
13,1649
14,1648
16,1646
18,1643
20,1643
21,1635
23,1632
24,1629
25,1624
26,1612
27,1601
36,1595
39,1600
41,1604
43,1610
49,1606
48,1606
53,1602
55,1604
57,1598
61,1598
65,1592
66,1587
68,1586
71,1581
73,1580
77,1587
80,1588
84,1574
87,1571
91,1565
96,1562
101,1567
105,1556
108,1558
113,1550
116,1541
120,1544
123,1535
126,1532
129,1529
132,1530
136,1514
141,1515
145,1504
150,1504
154,1511
159,1508
164,1498
169,1499
175,1493
181,1493
187,1495
192,1492
197,1479
202,1476
208,1466
214,1452
221,1445
227,1450
233,1442
240,1436
247,1432
254,1433
262,1412
268,1401
274,1395
281,1391
287,1378
293,1360
297,1359
304,1348
311,1344
317,1336
325,1331
332,1322
338,1304
344,1305
352,1286
358,1286
362,1273
371,1275
380,1256
388,1260
399,1254
407,1248
412,1239
413,1239
430,1243
436,1233
444,1224
453,1215
462,1201
469,1208
479,1205
488,1212
493,1202
502,1207
508,1207
517,1202
522,1184
532,1181
541,1178
547,1168
557,1158
564,1164
574,1167
582,1166
591,1157
600,1141
607,1148
616,1113
623,1104
631,1097
638,1111
645,1098
651,1090
658,1091
665,1089
671,1072
677,1077
684,1073
691,1074
697,1072
703,1065
709,1058
716,1068
722,1054
728,1054
735,1051
741,1054
748,1053
754,1041
760,1047
765,1031
770,1026
775,1016
781,1015
786,1005
792,1014
796,1001
800,993
804,983
808,967
812,967
816,952
821,947
825,941
831,934
835,932
840,923
841,911
843,904
845,898
847,889
849,877
849,887
851,871
854,871
856,857
860,861
863,855
865,861
866,859
868,859
870,853
872,844
874,838
876,831
879,824
881,811
884,813
887,808
889,803
890,798
889,791
891,791
892,786
895,783
902,788
899,781
901,772
908,776
909,777
911,776
913,777
916,775
918,770
919,755
921,762
924,759
926,756
926,740
926,744
929,737
932,729
936,725
938,727
940,735
941,720
943,718
945,724
946,715
948,719
950,716
950,714
951,710
954,706
956,712
957,712
959,725
960,728
959,726
963,725
964,709
965,706
966,705
967,703
966,694
969,697
969,693
970,693
972,695
973,687
975,676
976,682
977,671
979,683
979,688
977,691
978,690
978,684
980,685
981,684
982,683
981,677
983,671
984,656
986,665
987,660
986,650
988,643
990,646
991,646
989,643
992,647
994,661
996,662
998,663
997,670
994,677
997,673
1000,668
999,662
999,675
1000,668
1004,680
1004,691
1006,688
1004,692
1006,688
1008,693
1009,709
1012,711
1014,693
1015,700
1016,697
1016,699
1019,687
1020,702
1022,695
1024,694
1023,692
1026,694
1027,702
1025,700
1029,697
1029,697
1022,709
1019,709
1024,715
1023,699
1021,690
1022,697
1027,681
1025,699
1027,691
1024,695
1021,698
1019,686
1021,693
1021,711
1021,709
1023,700
1022,690
1018,697
1015,708
1016,696
1010,698
1006,708
1005,706
1003,705
1002,706
1004,690
1011,697
1014,689
1016,700
1015,694
1014,690
1007,688
1004,697
1002,699
1002,682
997,692
1002,696
1002,686
1001,694
1005,689
1002,691
995,680
998,692
999,684
1005,682
1001,694
999,681
997,684
996,673
997,684
994,681
994,673
999,668
1002,676
1011,671
1021,668
1023,663
1023,666
1025,665
1021,659
1019,671
1024,658
1024,650
1033,651
1036,654
1032,672
1032,672
1030,682
1025,674
1019,674
1021,661
1026,668
1035,662
1036,656
1037,666
1032,672
1031,668
1029,655
1034,649
1036,640
1035,645
1032,632
1031,629
1029,630
1034,616
1036,614
1040,618
1039,620
1037,597
1041,592
1045,592
1045,568
1041,580
1035,582
1035,563
1034,573
1039,579
1037,571
1038,570
1039,552
1047,564
1052,560
1053,557
1041,563
1032,557
1030,568
1030,559
1030,552
1032,554
1032,546
1028,527
1023,531
1025,544
1027,530
1028,537
1022,532
1015,543
1011,538
1019,532
1022,527
1022,525
1010,519
1008,523
1016,518
1022,518
1019,504
1025,498
1029,496
1019,481
1002,479
1002,478
1003,486
1001,478
997,487
999,476
997,486
987,487
986,480
985,476
990,471
991,458
982,460
979,462
978,456
985,453
996,454
1004,452
1007,448
1011,440
1008,437
1001,443
1000,452
1000,448
1004,464
1007,453
999,439
991,441
988,440
978,444
976,443
988,430
986,404
967,403
948,408
936,420
917,407
903,408
898,420
902,422
907,412
916,423
933,422
948,414
951,422
949,415
942,403
936,395
923,380
901,373
886,391
894,387
905,380
920,376
918,376
931,381
930,377
926,369
937,368
927,366
912,362
898,363
876,354
851,367
834,361
829,346
822,358
806,359
810,355
826,350
830,356
833,341
815,335
805,340
795,346
791,348
788,341
783,331
781,337
786,351
798,346
805,334
795,330
789,319
791,308
799,303
782,304
776,312
775,323
784,322
777,323
767,319
761,302
767,288
776,295
781,304
775,301
772,301
764,291
764,301
764,305
768,298
759,294
761,285
755,285
749,274
762,294
776,302
768,289
778,296
769,289
760,286
719,281
718,270
722,264
725,263
711,264
717,287
712,284
712,292
710,280
709,280
723,279
736,277
738,288
753,293
759,288
775,279
781,278
784,273
785,275
786,272
774,278
765,277
763,278
766,278
758,269
750,275
739,273
729,270
715,263
706,274
687,260
680,257
669,260
675,261
684,276
692,272
693,271
704,267
703,255
704,261
704,257
696,264
695,264
691,268
695,254
692,247
682,255
670,265
662,261
653,257
654,266
656,277
653,284
657,280
662,282
660,267
653,254
649,252
648,263
653,260
657,261
665,267
663,267
667,259
666,260
665,257
665,256
670,259
676,257
681,260
685,255
682,243
673,247
672,250
665,258
657,261
652,258
641,255
651,247
658,243
661,248
670,254
677,254
685,257
677,255
664,253
646,251
639,250
637,245
643,248
648,252
642,251
640,243
639,251
636,254
637,265
640,264
661,269
664,270
666,276
662,277
659,281
658,278
659,277
659,279
658,278
656,278
659,274
656,273
660,276
659,276
666,280
668,289
668,293
664,292
666,291
668,289
667,298
661,298
657,295
651,299
647,304
638,303
624,307
614,310
626,312
615,309
623,313
615,309
607,309
605,298
614,295
624,292
620,292
603,294
589,300
584,299
577,290
570,282
562,290
562,289
559,288
557,290
563,294
568,285
579,281
584,275
583,273
584,274
586,281
589,275
596,262
596,264
582,268
571,269
557,271
549,263
548,266
544,263
539,263
537,264
536,279
532,281
528,288
521,285
523,283
522,276
521,284
517,284
504,283
497,281
492,298
489,295
490,306
487,309
485,310
485,308
482,311
477,313
467,317
452,315
440,314
437,319
439,330
439,333
438,333
437,335
436,336
432,344
436,348
433,349
466,374
514,376
537,389
543,406
540,413
531,436
521,448
516,458
505,467
491,465
482,499
473,500
463,537
452,546
442,564
434,564
434,582
438,617
430,641
434,639
435,653
433,656
423,667
418,683
405,678
395,693
396,731
399,737
401,780
399,784
397,794
400,796
405,809
402,808
409,802
407,825
409,817
400,825
403,831
402,842
407,843
406,851
408,848
404,846
417,879
419,904
430,922
435,938
423,959
407,972
389,983
377,1019
370,1017
364,1025
360,1027
356,1050
352,1055
346,1064
344,1093
342,1088
331,1099
329,1100
326,1103
322,1098
324,1136
321,1152
323,1165
322,1161
324,1168
322,1173
321,1175
304,1177
295,1199
292,1199
302,1226
303,1222
305,1231
300,1224
296,1231
291,1228
289,1234
288,1240
283,1245
277,1244
278,1260
276,1269
272,1267
267,1258
259,1265
253,1274
247,1301
241,1298
236,1309
232,1312
227,1313
222,1308
216,1301
211,1302
204,1301
198,1302
193,1330
188,1330
181,1323
172,1330
161,1330
156,1339
153,1331
145,1315
140,1339
135,1313
134,1329
133,1333
130,1356
123,1354
121,1362
116,1355
113,1357
109,1359
108,1361
109,1375
107,1366
104,1343
101,1342
100,1342
101,1321
99,1320
95,1332
92,1337
88,1342
86,1334
84,1329
82,1330
80,1312
80,1310
78,1303
76,1302
77,1301
77,1291
77,1297
76,1286
75,1292
73,1276
72,1272
70,1263
68,1245
68,1242
65,1240
64,1227
61,1220
60,1217
58,1218
58,1228
56,1216
56,1214
55,1205
54,1208
52,1197
51,1194
51,1189
50,1183
49,1187
47,1177
46,1181
44,1177
44,1176
43,1178
43,1174
42,1163
41,1155
40,1149
41,1147
40,1161
38,1146
38,1149
37,1152
36,1154
36,1156
35,1159
35,1163
35,1178
34,1184
34,1182
34,1180
34,1192
33,1192
33,1211
32,1212
30,1223
28,1213
25,1217
23,1209
23,1213
22,1218
22,1221
21,1223
21,1219
21,1220
19,1227
19,1216
18,1210
17,1218
17,1221
17,1216
17,1213
16,1209
16,1229
16,1224
14,1244
14,1222
14,1227
14,1238
13,1244
12,1237
11,1240
11,1251
10,1253
9,1260
9,1276
8,1274
8,1288
6,1295
3,1308
0,1309
0,1325
0,1323
0,1321
0,1318
0,1319
0,1330
0,1319
0,1325
0,1338
0,1335
0,1342
0,1343
0,1347
0,1336
0,1362
0,1357
0,1363
0,1378
0,1388
0,1382
0,1391
0,1396
0,1399
0,1402
0,1399
0,1407
0,1407
0,1420
0,1418
0,1421
0,1428
0,1437
0,1433
0,1446
0,1433
0,1440
0,1439
0,1437
0,1450
0,1445
0,1446
0,1463
0,1482
0,1496
0,1499
0,1499
0,1505
0,1498
0,1503
0,1510
0,1524
0,1525
0,1521
0,1525
0,1539
0,1535
0,1538
0,1549
0,1551
0,1558
0,1568
0,1565
0,1570
0,1571
0,1582
0,1595
0,1597
0,1600
0,1601
0,1606
0,1597
0,1605
0,1611
0,1614
0,1610
0,1621
0,1630
0,1638
0,1635
0,1651
0,1656
0,1684
0,1691
0,1704
0,1704
0,1714
0,1728
0,1738
0,1740
0,1751
0,1759
0,1752
0,1765
0,1762
0,1778
0,1764
0,1777
0,1778
0,1781
0,1788
0,1791
0,1793
0,1798
0,1792
0,1799
0,1798
0,1802
0,1797
0,1795
0,1794
0,1793
0,1792
0,1794
0,1800
0,1792
0,1797
0,1801
0,1800
0,1800
0,1802
0,1802
0,1808
0,1814
0,1822
0,1816
0,1816
0,1825
0,1822
0,1818
0,1824
0,1813
0,1821
0,1825
0,1809
0,1806
0,1806
0,1810
0,1804
0,1808
0,1804
0,1812
0,1807
0,1811
0,1795
0,1794
0,1788
0,1790
0,1800
0,1809
0,1825
0,1831
0,1823
0,1832
0,1831
0,1818
0,1812
0,1804
0,1802
0,1799
0,1793
0,1793
0,1795
0,1789
0,1786
0,1785
0,1782
0,1780
0,1769
0,1773
0,1770
0,1763
0,1753
0,1757
0,1757
0,1749
0,1735
0,1729
0,1724
0,1706
0,1707
0,1708
0,1700
0,1708
0,1699
0,1679
0,1682
0,1679
0,1667
0,1683
0,1675
0,1666
0,1664
0,1656
0,1652
0,1655
0,1662
0,1659
0,1649
0,1652
0,1654
0,1646
0,1646
0,1646
0,1638
0,1621
0,1625
0,1615
0,1609
0,1610
0,1611
0,1606
0,1588
0,1586
0,1571
0,1572
0,1557
0,1549
0,1548
0,1561
0,1560
0,1554
0,1545
0,1550
0,1546
0,1558
0,1558
0,1554
0,1557
0,1560
0,1560
0,1555
0,1551
0,1526
0,1531
0,1537
0,1538
0,1541
0,1539
0,1536
0,1520
0,1519
0,1503
0,1508
0,1499
0,1488
0,1473
0,1475
0,1466
0,1464
0,1468
0,1481
0,1471
0,1472
0,1471
0,1466
0,1475
0,1474
0,1473
0,1454
0,1455
0,1467
0,1462
0,1452
0,1454
0,1452
0,1448
0,1443
0,1451
0,1460
0,1450
0,1455
0,1452
0,1455
0,1452
0,1455
0,1455
0,1457
0,1450
0,1453
0,1450
0,1439
0,1438
0,1432
0,1438
0,1424
0,1421
0,1416
0,1405
0,1402
0,1405
0,1401
0,1388
0,1384
0,1386
0,1381
0,1367
0,1366
0,1354
0,1347
0,1344
0,1331
0,1330
0,1325
0,1305
0,1311
0,1308
0,1307
0,1306
0,1299
0,1298
0,1287
0,1278
0,1273
0,1278
0,1276
0,1275
0,1276
0,1280
0,1280
0,1274
0,1260
0,1261
0,1262
0,1262
0,1259
0,1253
0,1244
0,1249
0,1228
0,1223
0,1219
0,1209
0,1203
0,1198
0,1185
0,1185
0,1178
0,1163
0,1159
0,1157
0,1142
0,1138
0,1137
0,1128
0,1133
0,1128
0,1121
0,1118
0,1112
0,1100
0,1090
0,1090
0,1079
0,1080
0,1072
0,1073
0,1067
0,1064
0,1062
0,1055
0,1057
0,1053
0,1060
0,1059
0,1053
0,1049
0,1053
0,1053
0,1044
0,1048
0,1040
0,1034
0,1035
0,1032
0,1025
0,1024
0,1020
0,1024
0,1016
0,1016
0,1019
0,1020
0,1008
0,1004
0,1011
0,1015
0,1009
0,1004
0,1001
0,997
0,985
0,988
0,988
0,977
0,983
0,981
0,972
0,971
0,969
0,969
0,968
0,964
0,960
0,950
0,953
0,949
0,949
0,940
0,932
0,923
0,932
0,924
0,923
0,921
0,918
0,909
0,899
0,900
0,892
0,891
0,878
0,870
0,866
0,866
0,863
0,860
0,858
0,855
0,852
0,852
0,848
0,848
0,833
0,819
0,821
0,814
0,813
0,806
0,803
0,798
0,798
0,798
0,797
0,791
0,791
0,786
0,781
0,780
0,780
0,778
0,771
0,766
0,766
0,761
0,756
0,751
0,753
0,752
0,752
0,751
0,751
0,753
0,752
0,756
0,760
0,763
0,761
0,762
0,756
0,759
0,760
0,764
0,763
0,761
0,762
0,765
0,763
0,766
0,769
0,770
0,767
0,767
0,767
0,765
0,763
0,768
0,765
0,764
0,761
0,766
0,762
0,761
0,749
1,749
3,741
4,731
5,724
7,727
8,724
9,728
10,722
11,718
12,716
13,717
15,712
16,718
18,714
19,714
20,712
22,705
23,697
25,703
26,701
27,697
28,700
30,702
31,704
34,705
36,715
41,729
43,725
45,726
46,720
49,720
51,718
53,718
